Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks
UP1,ÜNLÜ PORTFÖY ALTIN FONU,-0.507,-1.072,-1.507,2.75,5.09,7.099,12.071,16.741,15.453,24.228,23.836,27.045,19.134,22.101,NaN,28.186,31.078,32.405,33.874,34.217,38.727,45.412,45.278,46.089,45.818,44.21,43.157,41.097,40.466,43.288,42.12,47.186,53.372,55.04,55.193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SUA,ÜNLÜ PORTFÖY BİRİNCİ DEĞİŞKEN FON,1.176,2.381,2.994,4.878,6.173,7.5,9.554,12.418,13.158,18.621,21.127,21.986,18.621,21.986,NaN,23.741,24.638,25.547,26.471,26.471,28.358,29.323,30.303,31.298,31.298,31.298,31.298,31.298,31.298,33.333,33.333,34.375,35.433,36.508,36.508,37.6,38.71,40.984,40.984,42.149,43.333,43.333,45.763,45.763,48.276,48.276,48.276
UPD,ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,0.247,0.524,0.755,4.24,5.28,6.342,9.092,16.131,17.581,33.506,42.277,43.908,40.327,42.105,NaN,42.066,41.913,42.933,43.477,44.4,45.576,46.425,47.51,47.8,47.966,47.8,47.243,47.552,47.676,47.676,47.634,47.966,48.32,48.57,48.633,48.885,49.688,50.736,51.363,51.996,52.833,53.903,54.286,54.49,55.194,56.763,57.677
UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ (TL) FONU(HİSSE SENEDİ YOĞUN FON),5.828,9.883,16.577,20.703,25.853,34.367,37.791,41.655,38.945,54.847,70.469,70.052,56.39,74.067,NaN,59.831,59.36,66.049,70.848,65.935,62.645,56.44,63.154,66.598,67.747,81.399,66.789,62.735,56.726,71.975,59.43,55.045,59.308,66.314,72.647,75.553,81.309,100.343,100.371,109.726,126.587,120.396,139.328,141.426,168.118,156.303,154.782
SUB,ÜNLÜ PORTFÖY İKİNCİ DEĞİŞKEN FON,2.353,4.819,7.407,10.127,12.987,16.0,17.568,20.0,20.0,27.007,31.818,31.818,27.941,33.846,NaN,31.818,32.824,33.846,35.937,81.25,83.158,81.25,83.158,85.106,85.106,89.13,85.106,81.25,79.381,85.106,79.381,79.381,83.158,87.097,87.097,85.106,91.209,107.143,109.639,112.195,117.5,117.5,125.974,128.947,138.356,135.135,135.135
UJA,ÜNLÜ PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,0.293,0.588,0.884,1.242,2.026,2.454,2.576,3.133,5.289,7.067,7.605,7.945,9.253,8.837,NaN,10.238,10.881,11.097,11.313,11.386,12.189,12.189,12.189,13.078,12.558,13.679,14.899,15.832,16.86,16.94,17.825,19.972,20.225,20.904,20.989,21.505,22.373,22.9,22.989,23.789,24.509,25.698,25.79,27.003,27.666,28.432,29.501
USY,ÜNLÜ PORTFÖY MUTLAK GETİRİ HEDEFLİ SERBEST FON,-0.99,-0.99,-0.99,0.0,4.167,6.383,9.89,16.279,20.482,36.986,47.059,58.73,53.846,58.73,NaN,58.73,61.29,58.73,61.29,63.934,69.492,78.571,78.571,78.571,78.571,75.439,72.414,72.414,75.439,78.571,85.185,88.679,92.308,88.679,88.679,88.679,92.308,92.308,92.308,96.078,96.078,100.0,100.0,100.0,100.0,100.0,100.0
UP2,ÜNLÜ PORTFÖY ONBİRİNCİ SERBEST (TL) FON,0.603,1.126,1.742,2.277,2.998,3.73,4.472,5.225,5.893,6.569,7.254,7.849,8.55,9.159,NaN,10.293,10.921,11.557,12.092,12.741,13.398,13.951,14.622,15.187,15.758,15.988,16.451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UPP,ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU,0.56,1.126,1.751,2.33,2.97,3.564,4.219,4.883,5.499,6.179,6.811,7.391,7.919,8.512,NaN,9.534,10.022,10.515,11.011,11.575,12.082,12.528,12.979,13.498,14.022,14.418,14.884,15.353,15.759,16.235,16.716,17.2,17.689,18.041,18.465,18.893,19.324,19.83,20.268,20.635,21.078,21.525,21.975,22.429,22.962,23.346,23.81
SUC,ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON,1.223,3.024,4.432,7.07,8.728,11.074,13.541,16.961,16.941,23.815,28.247,29.273,21.585,27.354,NaN,28.105,29.828,31.176,32.4,33.008,33.956,32.932,34.319,34.709,35.365,37.399,35.233,34.293,33.442,36.642,34.971,34.997,37.182,38.909,39.747,40.0,43.231,49.968,50.977,53.749,56.132,55.712,59.756,60.717,64.599,63.977,63.939
YKT,YAPI KREDİ PORTFÖY ALTIN FONU,-0.877,-1.739,-2.586,1.802,3.67,4.147,7.109,11.33,12.438,24.862,29.143,28.409,25.556,24.176,NaN,31.395,28.409,31.395,34.524,35.329,39.506,46.753,46.753,48.684,47.712,44.872,42.138,41.25,41.25,43.949,47.712,49.669,52.703,53.741,53.741,52.703,56.944,56.944,58.042,67.407,66.176,69.925,66.176,61.429,67.407,69.925,69.925
YPL,YAPI KREDİ PORTFÖY BALAT SERBEST (DÖVİZ) FON,0.351,0.54,1.006,4.26,5.45,6.418,9.009,16.23,17.624,33.217,41.692,43.354,41.519,42.596,NaN,42.325,42.295,43.311,44.015,45.099,46.105,47.17,48.303,48.498,48.701,48.695,48.276,48.623,48.839,48.872,48.912,49.314,49.652,49.938,49.984,50.392,51.358,51.965,52.68,52.985,53.465,54.619,54.797,55.053,55.956,57.346,58.21
YCP,YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),8.603,12.374,24.654,20.413,33.911,35.153,37.509,40.415,41.729,50.696,77.793,76.386,40.311,76.468,NaN,56.682,57.072,63.374,62.045,59.386,56.552,49.271,71.824,84.282,81.718,103.274,81.892,80.419,62.393,82.33,62.115,53.072,50.278,54.888,73.875,74.838,75.487,83.124,94.704,99.316,99.526,87.197,111.093,120.046,140.597,138.927,117.519
YLE,YAPI KREDİ PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),6.504,11.886,20.127,23.921,29.425,38.084,42.094,45.859,44.688,60.967,78.032,76.841,60.836,78.836,NaN,61.821,59.992,65.608,70.159,64.919,62.618,56.085,63.625,69.504,69.07,87.465,69.287,66.653,60.38,78.192,64.919,61.098,64.919,71.114,78.916,80.3,83.813,100.152,100.963,108.469,123.646,117.987,136.456,139.023,165.084,155.513,146.149
YHZ,YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),3.585,7.963,12.779,20.746,26.275,39.403,44.207,44.636,42.849,53.316,71.036,73.481,77.412,78.982,NaN,52.163,48.713,50.839,51.309,44.036,41.599,38.448,42.849,47.18,54.882,59.671,43.78,37.429,28.822,41.187,28.685,21.168,23.953,22.638,25.362,27.939,29.371,44.723,55.278,59.987,72.128,69.72,92.925,103.266,114.21,110.494,104.293
YHB,YAPI KREDİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YEF,YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),4.401,8.101,14.171,17.308,22.0,30.183,33.437,35.987,34.277,47.751,62.977,62.977,49.825,66.797,NaN,48.78,46.233,51.957,55.839,50.883,49.825,43.289,49.301,53.597,51.957,71.486,54.152,49.301,43.771,59.328,49.825,46.233,48.264,54.71,61.132,62.357,64.231,74.286,75.72,84.052,99.533,95.872,113.5,115.657,142.614,137.222,129.57
YAN,YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU,0.324,0.046,1.246,3.951,7.139,6.717,8.753,12.17,12.813,24.316,33.539,36.427,31.939,38.757,NaN,32.396,30.982,31.114,31.299,32.585,32.856,32.1,33.924,35.743,35.629,38.609,34.953,35.488,36.169,40.164,38.816,37.757,39.983,41.046,42.064,41.107,43.065,47.615,49.105,54.567,57.146,58.102,62.247,60.842,65.175,64.631,62.735
YHS,YAPI KREDİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),7.741,14.138,22.664,27.68,34.475,44.781,49.208,51.534,50.531,66.042,82.621,80.867,64.434,83.121,NaN,65.472,63.519,69.665,74.884,69.45,67.776,62.549,71.916,79.414,79.976,100.85,79.869,75.163,67.194,86.637,70.94,66.18,69.737,76.342,85.602,87.888,94.153,111.382,111.679,118.549,132.056,126.22,141.98,145.429,163.857,156.72,151.997
YOT,YAPI KREDİ PORTFÖY BORÇLANMA ARAÇLARI FONU,1.108,2.174,3.963,5.512,6.797,8.165,10.057,10.814,11.259,16.016,17.196,16.35,15.154,15.94,NaN,16.418,16.316,16.102,15.271,14.552,13.506,11.581,11.416,11.392,11.882,12.472,12.664,12.399,11.708,12.232,11.267,11.708,12.343,13.417,13.834,14.122,14.802,17.563,19.62,20.349,20.92,20.166,21.76,21.628,21.367,20.948,21.525
YJK,YAPI KREDİ PORTFÖY DÖRDÜNCÜ FON SEPETİ FONU,-1.026,-3.285,-2.086,-0.344,3.454,3.209,6.369,9.521,12.427,25.144,31.791,32.292,33.103,34.235,NaN,33.308,32.192,34.235,33.41,37.421,38.96,38.076,34.965,38.186,35.809,36.342,33.718,34.235,35.28,34.756,38.186,39.743,39.743,38.186,35.175,31.094,33.924,35.28,33.924,41.565,39.855,44.03,49.484,45.234,47.079,44.992,38.96
YLO,YAPI KREDİ PORTFÖY ELEKTRİKLİ ARAÇLAR DEĞİŞKEN FON,-3.314,-4.214,-2.152,-0.912,3.824,4.713,9.955,12.55,15.886,30.247,40.143,41.462,42.597,46.004,NaN,43.856,41.667,44.815,42.182,47.325,50.269,47.882,43.223,50.038,47.103,50.385,44.494,47.325,51.55,55.529,57.028,58.685,62.917,62.51,60.377,55.777,59.592,63.053,60.509,69.852,72.703,75.651,84.434,78.539,83.741,78.702,71.944
YGM,YAPI KREDİ PORTFÖY EMTİA SERBEST FON,0.07,-0.9,-0.209,3.768,7.266,8.321,11.613,14.652,17.957,34.082,38.894,38.091,38.76,37.56,NaN,36.772,35.35,37.56,39.844,42.914,44.501,44.209,41.362,43.775,43.057,40.945,41.362,37.56,37.165,38.491,41.642,39.029,37.958,38.224,38.76,36.251,35.863,37.033,35.863,36.381,41.502,42.488,39.435,36.251,41.362,42.346,38.491
YBE,YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU,0.253,0.127,1.022,4.768,8.06,7.913,10.94,17.185,19.486,37.565,50.095,52.408,41.503,45.404,NaN,46.481,45.138,46.753,46.753,47.026,48.684,51.533,53.891,54.795,55.709,53.891,50.954,53.295,53.592,53.295,53.295,53.295,53.295,53.592,53.592,53.891,56.324,58.835,58.517,61.1,63.43,68.657,68.298,68.298,68.298,70.108,70.108
YZC,YAPI KREDİ PORTFÖY FİNTECH VE BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON,-2.109,-2.188,-0.577,1.857,8.057,10.128,15.062,17.641,20.1,33.814,42.335,41.501,45.773,46.837,NaN,44.724,42.0,45.773,44.378,47.917,48.645,50.311,44.378,46.659,44.898,45.597,36.848,37.943,43.009,47.195,64.891,70.24,70.963,67.406,62.45,55.141,59.235,59.868,53.758,57.778,48.829,55.341,62.231,55.341,59.656,59.235,46.659
YPK,YAPI KREDİ PORTFÖY GALATA SERBEST FON,1.351,2.19,3.856,5.86,7.434,8.815,10.603,14.493,15.34,28.804,35.988,36.71,33.989,34.628,NaN,35.367,35.522,36.584,37.058,37.695,38.564,39.51,41.307,42.189,42.874,43.846,44.09,44.689,45.47,46.477,48.236,49.735,49.735,50.266,50.534,51.302,53.378,54.781,55.553,56.912,57.204,57.958,58.507,59.231,60.787,61.356,61.753
YZG,YAPI KREDİ PORTFÖY GÜMÜŞ FON SEPETİ FONU,-3.164,-5.699,-6.841,-4.816,2.67,5.29,9.0,8.049,7.64,22.303,28.604,28.488,25.485,20.901,NaN,23.097,21.989,26.041,31.455,36.695,42.728,54.255,51.706,53.093,49.083,46.928,43.81,39.441,37.422,36.303,38.222,37.422,38.762,41.874,40.821,43.737,54.088,56.632,53.755,60.067,70.521,74.067,78.209,63.282,72.485,75.462,72.485
YAC,YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU,0.616,1.003,2.615,5.794,8.685,9.612,12.03,15.146,15.278,26.682,36.095,38.592,34.162,41.347,NaN,35.576,33.835,35.425,35.061,36.249,37.177,37.457,39.295,41.978,41.712,44.628,39.843,40.005,40.297,45.114,43.529,42.446,44.905,46.273,47.307,46.344,48.684,53.518,55.014,61.259,63.794,65.001,69.205,67.377,72.587,72.145,70.062
YDI,YAPI KREDİ PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),6.573,12.935,19.474,25.414,30.46,40.123,44.586,48.366,47.403,60.993,75.969,73.282,60.993,78.74,NaN,64.493,62.143,68.148,71.97,66.912,63.309,56.552,65.693,71.97,71.97,87.603,69.403,64.493,57.639,71.97,60.993,55.479,57.639,63.309,68.148,68.148,75.969,89.167,92.373,99.123,110.185,104.505,124.752,129.293,157.955,149.451,146.739
YPC,YAPI KREDİ PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,-0.626,1.227,3.15,5.903,12.303,15.445,20.081,26.642,30.158,45.692,58.327,60.67,58.814,65.172,NaN,61.172,60.047,62.697,62.954,64.776,66.909,66.103,67.315,72.348,71.346,78.925,70.074,68.96,67.18,73.507,68.684,65.836,67.045,67.86,69.934,70.355,74.682,83.215,85.189,92.804,92.984,94.073,106.094,104.663,113.561,107.545,100.876
YKS,YAPI KREDİ PORTFÖY İSTANBUL SERBEST FON,0.8,0.8,0.8,4.132,7.692,6.78,9.565,13.514,15.596,29.897,38.462,36.957,32.632,34.043,NaN,32.632,31.25,34.043,35.484,32.632,32.632,29.897,31.25,32.632,31.25,34.043,28.571,28.571,28.571,35.484,28.571,27.273,28.571,32.632,34.043,35.484,36.957,44.828,44.828,48.235,53.659,51.807,59.494,61.538,70.27,65.789,65.789
YUN,YAPI KREDİ PORTFÖY İSTİNYE SERBEST (DÖVİZ) FON,0.0,5.302,5.302,5.302,5.302,5.302,33.285,33.285,33.285,33.285,40.851,40.851,40.851,40.851,NaN,42.658,42.658,42.658,42.658,46.452,46.452,46.452,46.452,46.991,46.991,46.991,46.991,47.189,47.189,47.189,47.189,47.189,47.911,47.911,47.911,47.911,50.143,50.143,50.143,50.143,52.271,52.271,52.271,52.271,52.271,NaN,NaN
YZK,YAPI KREDİ PORTFÖY KALAMIŞ SERBEST FON,0.312,-0.198,-0.282,2.764,5.057,4.621,7.519,13.06,14.713,28.717,36.476,36.634,31.84,33.737,NaN,35.119,34.399,34.706,36.003,35.898,37.112,38.51,40.103,40.103,39.826,38.185,36.899,36.16,35.846,36.003,38.077,39.992,40.549,41.054,40.773,40.214,43.344,47.536,47.659,53.033,56.422,58.813,59.027,56.978,59.171,60.765,60.618
YSL,YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN KİRA SERTİFİKALARI KATILIM SERBEST (DÖVİZ) FON,0.302,0.693,1.557,4.88,6.383,3.133,5.83,12.491,14.193,29.639,39.002,40.691,38.608,39.573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YUB,YAPI KREDİ PORTFÖY KARAKÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),7.549,14.368,20.73,27.49,30.606,43.344,48.795,53.65,49.919,68.978,86.068,85.944,73.951,91.851,NaN,65.851,63.991,68.875,75.601,68.16,64.769,58.291,64.476,70.012,73.084,87.449,68.466,60.3,56.507,76.493,61.606,56.155,62.837,69.804,76.269,76.157,84.462,100.0,105.778,115.015,134.035,126.591,145.623,150.722,183.469,178.916,173.695
YAK,YAPI KREDİ PORTFÖY KARMA FON,2.495,4.513,7.347,10.789,13.622,16.542,19.615,22.648,23.764,36.746,46.009,45.619,35.893,42.288,NaN,38.398,37.177,39.373,39.641,36.233,36.489,33.558,36.918,38.486,38.662,45.23,38.398,36.918,34.3,39.641,35.386,34.3,35.301,37.959,40.271,40.542,42.754,49.417,51.076,54.288,58.097,57.298,61.021,61.499,64.054,62.827,62.1
YLY,YAPI KREDİ PORTFÖY KİLYOS KAR PAYI ÖDEYEN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),4.842,12.162,17.545,25.231,29.127,31.746,36.563,39.626,37.95,50.151,64.356,63.816,53.388,67.114,NaN,53.074,51.062,56.276,62.923,56.933,51.675,46.184,51.984,56.113,58.431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YFV,YAPI KREDİ PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,0.0,2.857,2.857,2.857,5.882,5.882,5.882,5.882,9.091,9.091,12.5,9.091,12.5,9.091,NaN,9.091,9.091,9.091,9.091,9.091,9.091,9.091,9.091,12.5,12.5,12.5,12.5,12.5,12.5,16.129,16.129,16.129,16.129,16.129,16.129,16.129,16.129,20.0,20.0,20.0,20.0,20.0,20.0,24.138,24.138,24.138,24.138
YAS,YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),3.587,8.019,14.102,21.934,23.892,35.141,39.54,46.026,41.713,58.765,76.778,75.523,64.059,83.191,NaN,62.237,59.633,62.977,68.707,64.844,62.785,54.741,62.867,71.833,72.973,89.75,70.92,66.609,63.585,83.017,68.207,60.269,70.316,77.526,83.924,81.229,83.121,101.525,110.314,118.065,137.855,134.102,145.795,146.172,168.513,165.337,160.324
YMD,YAPI KREDİ PORTFÖY MASLAK SERBEST (DÖVİZ- ABD DOLARI) FON,0.371,0.563,1.066,4.225,5.756,6.389,9.015,15.939,17.384,32.797,41.234,43.481,41.191,42.505,NaN,42.091,41.679,42.731,43.215,44.074,45.275,46.721,48.116,48.432,48.772,48.471,48.353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YNK,YAPI KREDİ PORTFÖY NİŞANTAŞI KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,0.48,0.85,1.803,5.178,7.678,6.723,9.505,16.235,18.13,34.993,46.088,47.376,40.152,42.656,NaN,42.671,41.811,42.962,42.251,42.985,44.634,46.539,48.644,49.103,45.736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YBS,YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,0.0,0.0,2.326,2.326,2.326,2.326,4.762,4.762,4.762,7.317,7.317,7.317,7.317,10.0,NaN,10.0,10.0,10.0,10.0,12.821,12.821,12.821,12.821,12.821,12.821,12.821,15.789,15.789,15.789,15.789,15.789,15.789,18.919,18.919,18.919,18.919,18.919,18.919,18.919,22.222,22.222,22.222,22.222,22.222,22.222,22.222,22.222
YVG,YAPI KREDİ PORTFÖY SARIYER SERBEST (DÖVİZ-AVRO) FON,0.883,0.826,0.425,2.987,7.515,8.063,11.169,18.05,21.888,38.219,47.913,48.924,42.438,41.988,NaN,42.538,40.867,44.175,45.314,48.381,51.565,53.694,54.613,55.108,54.106,52.245,48.655,49.603,50.207,49.456,53.779,51.662,52.557,52.291,52.794,53.331,56.356,58.204,60.315,70.091,66.709,74.487,75.47,74.887,75.198,77.553,74.617
YTV,YAPI KREDİ PORTFÖY TARIM DEĞİŞKEN FON,0.857,4.05,6.401,12.321,15.253,18.54,21.81,24.493,27.297,38.258,43.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YJH,YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU,-0.654,-2.789,-4.277,-1.801,4.936,3.505,8.248,8.58,10.556,20.933,29.24,30.11,27.918,32.05,NaN,25.206,25.576,29.476,25.502,31.886,35.328,28.77,25.28,31.559,27.688,29.319,24.692,24.182,24.11,21.904,30.429,28.77,26.623,23.749,24.765,21.14,22.254,24.765,28.227,40.981,42.685,49.929,55.069,48.464,47.741,43.165,33.208
YSU,YAPI KREDİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,3.077,4.688,6.349,9.836,11.667,13.559,15.517,17.544,17.544,24.074,28.846,28.846,26.415,31.373,NaN,28.846,28.846,28.846,28.846,26.415,24.074,21.818,24.074,24.074,24.074,28.846,26.415,24.074,21.818,24.074,21.818,21.818,24.074,26.415,26.415,28.846,28.846,36.735,39.583,42.553,45.652,42.553,48.889,48.889,52.273,48.889,48.889
YPV,YAPI KREDİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,0.243,-0.081,1.31,3.542,6.787,7.53,9.335,12.175,12.141,23.973,33.082,34.383,28.566,35.018,NaN,28.7,27.027,27.902,29.599,30.098,31.016,29.418,32.749,33.226,33.465,39.22,32.844,33.995,34.578,36.608,35.908,37.927,39.744,38.856,40.431,39.586,42.261,45.722,47.224,55.616,57.665,59.493,59.562,57.264,60.25,60.597,59.836
YTD,YAPI KREDİ PORTFÖY YABANCI FON SEPETİ FONU,-0.319,-2.5,-1.266,2.632,7.216,6.849,10.638,14.706,18.631,32.766,41.176,41.176,41.818,43.119,NaN,41.818,42.466,44.444,44.444,49.282,51.456,49.282,43.779,45.116,42.466,43.119,41.176,43.119,44.444,42.466,45.116,49.282,49.282,50.0,47.17,45.116,45.794,48.571,50.0,57.576,55.224,64.211,68.649,66.845,68.649,65.957,57.576
YAY,YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU,-4.11,-6.037,-3.386,-1.827,3.843,3.407,8.389,11.55,17.73,32.28,40.068,49.075,57.985,59.78,NaN,60.564,58.91,60.114,56.034,63.001,65.532,73.952,67.152,71.835,67.403,67.759,64.876,71.585,80.796,82.321,92.158,96.062,96.704,90.423,85.683,79.444,84.898,85.967,82.315,104.938,89.819,95.371,108.417,94.412,97.223,93.586,84.125
YJY,YAPI KREDİ PORTFÖY YENİKÖY SERBEST (DÖVİZ) FON,0.355,0.358,0.797,3.801,4.614,5.69,8.254,15.544,16.82,31.829,39.605,41.626,40.615,41.304,NaN,41.304,41.535,42.652,43.31,44.404,45.256,46.035,46.982,47.285,47.46,47.544,47.263,47.552,47.666,47.643,47.674,48.072,48.31,48.626,48.665,48.944,49.349,49.772,50.49,50.696,51.311,52.531,52.743,52.972,53.556,55.292,56.261
ZDZ,ZİRAAT PORTFÖY AGRESİF DEĞİŞKEN FON,1.261,7.68,12.381,15.717,25.633,36.132,42.791,43.459,44.845,52.648,72.525,71.69,63.017,73.145,NaN,49.7,45.126,51.789,56.003,47.474,43.98,39.138,47.249,51.995,57.57,78.13,56.256,45.785,40.237,56.837,44.876,42.7,45.282,46.641,52.304,55.392,65.578,72.746,79.409,87.229,103.01,104.364,118.677,127.071,157.208,157.405,169.652
ZP9,ZİRAAT PORTFÖY AKİK KATILIM SERBEST (DÖVİZ-AVRO) FON,0.712,0.596,-0.459,1.586,5.158,5.594,8.7,16.353,19.501,34.519,41.064,41.54,41.678,40.92,NaN,42.597,41.659,44.178,45.344,47.847,50.172,51.557,51.874,52.449,52.062,51.033,48.602,49.292,50.224,50.364,55.221,53.529,54.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TCA,ZİRAAT PORTFÖY ALTIN KATILIM FONU,-0.448,-1.333,-1.77,2.778,4.717,5.714,10.448,15.625,15.625,26.857,28.324,29.825,26.136,25.424,NaN,31.361,30.588,32.934,35.366,36.196,40.506,48.0,48.0,50.0,50.0,47.02,44.156,43.226,42.308,45.098,48.993,50.0,52.055,53.103,53.103,52.055,56.338,56.338,57.447,65.672,65.672,68.182,65.672,60.87,64.444,66.917,68.182
ZBJ,ZİRAAT PORTFÖY BAŞAK PARA PİYASASI (TL) FONU,0.563,1.061,1.636,2.291,2.954,3.626,4.383,5.074,5.774,6.404,6.961,7.605,8.176,8.752,NaN,9.839,10.347,10.861,11.293,11.815,12.343,12.875,13.323,13.865,14.412,14.871,15.428,15.896,16.463,16.939,17.42,18.002,18.491,18.984,19.482,19.983,20.489,20.999,21.514,21.928,22.451,22.978,23.402,23.938,24.477,24.913,25.461
ZJL,ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),3.542,10.14,14.286,20.606,27.933,39.245,46.287,45.512,44.101,50.287,65.842,63.864,66.445,69.004,NaN,48.701,44.746,47.702,49.714,40.887,38.683,35.771,38.753,41.942,53.348,61.173,47.07,37.883,26.753,36.955,24.569,14.5,15.462,17.411,21.111,26.636,35.838,50.205,58.478,62.796,75.985,84.182,95.936,109.851,133.773,134.072,141.053
ZLH,ZİRAAT PORTFÖY BIST 100-30 ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),4.261,11.319,17.117,24.355,31.577,43.625,51.112,54.665,51.261,61.526,78.703,74.821,70.866,81.298,NaN,63.338,63.819,67.177,73.778,66.223,63.731,56.967,64.127,66.949,77.202,87.408,70.248,61.612,50.147,60.383,47.861,42.854,45.921,50.702,55.609,57.128,67.131,85.814,87.466,96.562,113.657,116.148,129.617,139.132,168.172,161.076,166.768
