Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks,48 Weeks,49 Weeks,50 Weeks,51 Weeks,52 Weeks,53 Weeks,54 Weeks,55 Weeks,56 Weeks,57 Weeks,58 Weeks,59 Weeks
YKT,YAPI KREDİ PORTFÖY ALTIN FONU,0.412,1.245,6.55,11.416,9.91,7.489,8.444,8.444,7.965,8.444,7.965,7.965,7.018,6.087,5.172,9.91,11.927,12.442,15.64,20.197,21.393,34.807,39.429,38.636,35.556,34.066,NaN,41.86,38.636,41.86,45.238,46.108,50.617,58.442,58.442,60.526,59.477,56.41,53.459,52.5,52.5,55.414,59.477,61.589,64.865,65.986,65.986,64.865,69.444,69.444,70.629,80.741,79.412,83.459,79.412,74.286,80.741,83.459,83.459
YPL,YAPI KREDİ PORTFÖY BALAT SERBEST (DÖVİZ) FON,1.201,1.961,2.817,3.765,4.399,5.52,6.295,6.69,7.142,8.477,6.263,6.402,6.776,6.976,7.473,10.935,12.201,13.231,15.987,23.671,25.154,41.746,50.763,52.531,50.579,51.725,NaN,51.437,51.405,52.486,53.235,54.389,55.459,56.592,57.797,58.005,58.221,58.214,57.769,58.138,58.368,58.403,58.445,58.873,59.232,59.537,59.586,60.021,61.048,61.693,62.455,62.779,63.29,64.518,64.707,64.979,65.941,67.419,68.338
YCP,YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),-3.096,0.0,-6.857,-10.498,-10.258,-4.482,1.804,-6.51,2.481,4.186,9.992,5.809,14.913,18.902,31.896,27.409,41.69,43.005,45.497,48.572,49.963,59.451,88.122,86.633,48.462,86.719,NaN,65.784,66.197,72.865,71.459,68.645,65.647,57.942,81.806,94.988,92.274,115.083,92.459,90.9,71.827,92.922,71.533,61.964,59.008,63.885,83.976,84.995,85.681,93.762,106.015,110.895,111.117,98.072,123.356,132.83,154.574,152.808,130.155
YLE,YAPI KREDİ PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0.806,3.517,-4.166,-8.545,-7.101,-2.793,-0.744,-5.745,-2.461,1.393,4.082,1.009,7.579,13.015,21.34,25.172,30.732,39.477,43.528,47.332,46.148,62.591,79.829,78.626,62.459,80.641,NaN,63.454,61.607,67.28,71.876,66.583,64.259,57.66,65.277,71.215,70.776,89.357,70.995,68.335,61.999,79.991,66.583,62.724,66.583,72.841,80.722,82.12,85.668,102.172,102.992,110.573,125.903,120.187,138.842,141.435,167.759,158.092,148.634
YHZ,YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),2.571,9.979,4.787,0.703,4.475,6.128,14.41,13.996,22.885,32.381,33.164,29.872,34.528,40.214,46.468,56.816,63.996,81.045,87.285,87.843,85.521,99.116,122.128,125.304,130.409,132.448,NaN,97.618,93.137,95.898,96.509,87.062,83.897,79.806,85.521,91.146,101.149,107.368,86.73,78.482,67.304,83.362,67.126,57.364,60.981,59.272,62.81,66.157,68.017,87.955,101.663,107.779,123.546,120.42,150.556,163.987,178.199,173.374,165.32
YHB,YAPI KREDİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),-1.573,2.925,-4.657,-10.706,-5.853,1.441,8.373,7.443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YEF,YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0.24,1.707,-5.869,-9.15,-7.333,-3.695,-3.023,-7.333,-4.138,-0.95,1.214,-2.342,1.956,5.57,11.497,14.56,19.143,27.134,30.312,32.803,31.132,44.291,59.16,59.16,46.316,62.891,NaN,45.296,42.808,48.399,52.19,47.35,46.316,39.933,45.804,50.0,48.399,67.47,50.542,45.804,40.404,55.597,46.316,42.808,44.792,51.087,57.358,58.555,60.385,70.204,71.605,79.741,94.86,91.284,108.5,110.606,136.932,131.667,124.194
YAN,YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU,2.301,3.167,-1.438,-1.186,-1.762,0.719,0.335,-1.082,-0.137,2.7,2.861,1.262,1.59,1.309,2.524,5.263,8.491,8.064,10.126,13.585,14.236,25.885,35.224,38.148,33.604,40.508,NaN,34.067,32.635,32.768,32.956,34.258,34.533,33.767,35.614,37.456,37.341,40.358,36.656,37.198,37.888,41.933,40.568,39.495,41.749,42.826,43.857,42.888,44.87,49.478,50.987,56.518,59.129,60.097,64.295,62.871,67.26,66.709,64.788
YHS,YAPI KREDİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.198,3.639,-4.683,-9.905,-7.977,-3.274,-1.571,-6.363,-3.36,0.456,2.031,-1.22,6.427,12.746,21.168,26.123,32.835,43.015,47.388,49.686,48.695,64.017,80.394,78.661,62.428,80.887,NaN,63.454,61.525,67.596,72.751,67.384,65.729,60.566,69.819,77.225,77.781,98.4,77.675,73.027,65.155,84.36,68.855,64.153,67.667,74.192,83.338,85.596,91.785,108.804,109.097,115.884,129.226,123.461,139.028,142.435,160.639,153.589,148.923
YOT,YAPI KREDİ PORTFÖY BORÇLANMA ARAÇLARI FONU,0.655,1.107,1.487,1.852,2.181,4.446,5.396,3.467,4.685,4.752,3.826,4.142,5.295,6.406,8.269,9.882,11.22,12.645,14.615,15.404,15.867,20.821,22.05,21.169,19.923,20.742,NaN,21.24,21.133,20.91,20.045,19.296,18.207,16.203,16.03,16.006,16.516,17.13,17.33,17.055,16.334,16.88,15.875,16.334,16.996,18.114,18.548,18.848,19.557,22.432,24.574,25.333,25.928,25.143,26.802,26.666,26.393,25.957,26.558
YJK,YAPI KREDİ PORTFÖY DÖRDÜNCÜ FON SEPETİ FONU,5.879,4.736,1.217,2.164,2.403,2.886,1.747,1.452,1.217,3.68,2.104,0.576,-0.456,-2.728,-1.522,0.229,4.05,3.803,6.981,10.151,13.074,25.865,32.549,33.054,33.87,35.008,NaN,34.075,32.953,35.008,34.178,38.212,39.76,38.871,35.742,38.982,36.591,37.127,34.488,35.008,36.059,35.531,38.982,40.547,40.547,38.982,35.953,31.849,34.695,36.059,34.695,42.38,40.66,44.859,50.344,46.07,47.925,45.826,39.76
YLO,YAPI KREDİ PORTFÖY ELEKTRİKLİ ARAÇLAR DEĞİŞKEN FON,2.884,1.667,-3.224,-1.356,-2.926,-0.839,-3.766,-2.926,-4.108,0.532,0.372,-3.274,-6.479,-7.349,-5.355,-4.156,0.425,1.285,6.355,8.866,12.092,25.983,35.556,36.831,37.929,41.225,NaN,39.146,37.029,40.074,37.527,42.502,45.35,43.041,38.535,45.127,42.287,45.462,39.763,42.502,46.589,50.438,51.888,53.49,57.583,57.19,55.127,50.677,54.367,57.715,55.255,64.292,67.049,69.901,78.396,72.694,77.726,72.852,66.315
YGM,YAPI KREDİ PORTFÖY EMTİA SERBEST FON,0.666,0.868,3.706,7.544,4.063,4.423,4.423,5.961,5.296,7.239,6.936,5.517,5.59,4.567,5.296,9.493,13.184,14.297,17.771,20.977,24.465,41.479,46.557,45.709,46.415,45.149,NaN,44.317,42.817,45.149,47.559,50.798,52.472,52.165,49.161,51.707,50.949,48.72,49.161,45.149,44.732,46.132,49.456,46.699,45.568,45.849,46.415,43.768,43.359,44.593,43.359,43.905,49.308,50.348,47.128,43.768,49.161,50.199,46.132
YBE,YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU,2.952,4.234,4.104,5.815,5.019,5.549,6.76,6.489,6.897,8.14,6.624,5.815,6.084,5.949,6.897,10.861,14.344,14.188,17.391,24.0,26.435,45.565,58.824,61.272,49.732,53.86,NaN,55.0,53.578,55.288,55.288,55.576,57.331,60.345,62.84,63.796,64.764,62.84,59.733,62.209,62.524,62.209,62.209,62.209,62.209,62.524,62.524,62.84,65.415,68.072,67.735,70.468,72.934,78.465,78.085,78.085,78.085,80.0,80.0
YZC,YAPI KREDİ PORTFÖY FİNTECH VE BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON,6.482,5.119,2.326,2.838,1.65,3.616,0.736,0.571,1.316,6.115,6.299,2.071,-0.081,-0.162,1.483,3.966,10.295,12.409,17.445,20.078,22.587,36.585,45.283,44.431,48.792,49.878,NaN,47.722,44.941,48.792,47.368,50.98,51.724,53.425,47.368,49.696,47.899,48.613,39.683,40.8,45.972,50.244,68.306,73.766,74.504,70.874,65.814,58.355,62.533,63.179,56.943,61.046,51.911,58.559,65.591,58.559,62.963,62.533,49.696
YPK,YAPI KREDİ PORTFÖY GALATA SERBEST FON,1.017,1.657,2.372,3.182,3.953,5.78,6.591,4.806,6.283,6.736,5.495,5.637,7.065,7.951,9.711,11.828,13.49,14.949,16.838,20.947,21.842,36.065,43.654,44.416,41.542,42.218,NaN,42.997,43.161,44.283,44.784,45.457,46.375,47.375,49.273,50.204,50.928,51.954,52.213,52.845,53.671,54.734,56.592,58.175,58.175,58.737,59.019,59.831,62.024,63.506,64.321,65.757,66.065,66.862,67.442,68.207,69.851,70.452,70.871
YZG,YAPI KREDİ PORTFÖY GÜMÜŞ FON SEPETİ FONU,1.52,-0.1,4.159,10.235,5.07,2.49,4.522,5.365,0.738,2.141,5.661,5.587,2.246,-0.431,-1.637,0.502,8.405,11.173,15.09,14.085,13.654,29.136,35.789,35.666,32.496,27.655,NaN,29.974,28.804,33.082,38.799,44.332,50.702,62.873,60.181,61.646,57.412,55.137,51.844,47.232,45.099,43.918,45.945,45.099,46.514,49.801,48.689,51.768,62.696,65.382,62.345,69.01,80.048,83.792,88.165,72.404,82.121,85.265,82.121
YAC,YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU,1.455,2.224,-1.068,-1.194,-1.288,1.256,1.372,-0.129,0.812,3.745,3.675,2.68,3.313,3.71,5.365,8.629,11.599,12.55,15.032,18.232,18.367,30.078,39.743,42.307,37.758,45.136,NaN,39.21,37.422,39.054,38.682,39.901,40.853,41.142,43.028,45.783,45.51,48.504,43.591,43.757,44.058,49.004,47.376,46.264,48.789,50.194,51.255,50.266,52.669,57.633,59.169,65.582,68.184,69.424,73.74,71.864,77.213,76.759,74.62
YDI,YAPI KREDİ PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0.0,2.703,-3.39,-8.065,-6.939,-2.979,-1.299,-5.785,-3.39,0.885,2.242,0.441,7.042,13.433,20.0,25.967,31.034,40.741,45.223,49.02,48.052,61.702,76.744,74.046,61.702,79.528,NaN,65.217,62.857,68.889,72.727,67.647,64.029,57.241,66.423,72.727,72.727,88.43,70.149,65.217,58.333,72.727,61.702,56.164,58.333,64.029,68.889,68.889,76.744,90.0,93.22,100.0,111.111,105.405,125.743,130.303,159.091,150.549,147.826
YPC,YAPI KREDİ PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,4.406,3.138,-1.403,-0.44,-1.212,0.049,-1.498,-1.878,-2.441,2.361,2.002,-1.212,-1.83,0.0,1.9,4.62,10.942,14.046,18.626,25.107,28.58,43.927,56.408,58.723,56.89,63.171,NaN,59.219,58.107,60.726,60.979,62.78,64.887,64.09,65.288,70.259,69.269,76.756,68.013,66.912,65.154,71.405,66.639,63.826,65.02,65.826,67.875,68.291,72.566,80.995,82.944,90.467,90.645,91.722,103.596,102.183,110.973,105.03,98.442
YKS,YAPI KREDİ PORTFÖY İSTANBUL SERBEST FON,0.813,1.639,-0.8,-0.8,-2.362,-0.8,0.0,-1.587,-0.8,0.813,0.813,-1.587,-0.8,-0.8,-0.8,2.479,5.983,5.085,7.826,11.712,13.761,27.835,36.264,34.783,30.526,31.915,NaN,30.526,29.167,31.915,33.333,30.526,30.526,27.835,29.167,30.526,29.167,31.915,26.531,26.531,26.531,33.333,26.531,25.253,26.531,30.526,31.915,33.333,34.783,42.529,42.529,45.882,51.22,49.398,56.962,58.974,67.568,63.158,63.158
YUN,YAPI KREDİ PORTFÖY İSTİNYE SERBEST (DÖVİZ) FON,3.589,3.589,3.589,3.589,3.589,6.47,6.47,6.47,6.47,5.846,5.846,5.846,5.846,11.459,11.459,11.459,11.459,11.459,41.077,41.077,41.077,41.077,49.086,49.086,49.086,49.086,NaN,50.999,50.999,50.999,50.999,55.014,55.014,55.014,55.014,55.585,55.585,55.585,55.585,55.795,55.795,55.795,55.795,55.795,56.559,56.559,56.559,56.559,58.921,58.921,58.921,58.921,61.174,61.174,61.174,61.174,61.174,NaN,NaN
YZK,YAPI KREDİ PORTFÖY KALAMIŞ SERBEST FON,2.3,3.331,3.042,4.767,3.854,4.619,5.006,5.065,5.245,6.061,4.797,4.53,4.857,4.323,4.235,7.419,9.816,9.36,12.39,18.182,19.909,34.548,42.658,42.824,37.813,39.796,NaN,41.239,40.487,40.809,42.164,42.055,43.323,44.784,46.45,46.45,46.16,44.444,43.101,42.328,42.0,42.164,44.332,46.334,46.916,47.444,47.15,46.566,49.838,54.219,54.348,59.965,63.508,66.007,66.231,64.089,66.381,68.047,67.894
YSL,YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN KİRA SERTİFİKALARI KATILIM SERBEST (DÖVİZ) FON,1.608,2.468,3.283,4.378,4.404,5.394,6.079,6.285,6.921,8.25,6.427,6.324,6.646,7.061,7.98,11.513,13.111,9.655,12.523,19.605,21.415,37.837,47.793,49.589,47.374,48.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YUB,YAPI KREDİ PORTFÖY KARAKÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.056,3.715,-3.284,-9.643,-7.682,-2.332,-0.446,-3.943,-1.975,1.515,0.525,-3.528,3.755,10.333,16.471,22.992,25.999,38.287,43.546,48.23,44.63,63.017,79.504,79.384,67.815,85.083,NaN,60.0,58.205,62.918,69.406,62.228,58.956,52.707,58.674,64.015,66.978,80.837,62.523,54.645,50.986,70.267,55.905,50.646,57.093,63.814,70.051,69.943,77.955,92.945,98.519,107.43,125.779,118.597,136.958,141.877,173.469,169.076,164.039
YAK,YAPI KREDİ PORTFÖY KARMA FON,1.382,2.564,0.228,-1.079,-1.035,2.041,3.529,-0.227,1.805,4.167,2.469,1.056,3.578,5.617,8.481,11.959,14.823,17.773,20.879,23.944,25.071,38.191,47.552,47.157,37.328,43.791,NaN,39.86,38.626,40.845,41.116,37.672,37.931,34.969,38.365,39.949,40.127,46.765,39.86,38.365,35.719,41.116,36.816,35.719,36.731,39.417,41.753,42.027,44.262,50.995,52.672,55.918,59.768,58.96,62.722,63.205,65.787,64.547,63.812
YLY,YAPI KREDİ PORTFÖY KİLYOS KAR PAYI ÖDEYEN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),-0.128,1.036,-6.19,-10.8,-8.66,-4.526,-2.193,-5.279,-2.315,2.562,5.331,4.485,9.544,17.192,22.817,30.847,34.918,37.654,42.687,45.888,44.137,56.884,71.727,71.162,60.267,74.609,NaN,59.939,57.836,63.285,70.229,63.971,58.477,52.74,58.8,63.114,65.536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YFV,YAPI KREDİ PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,2.632,2.632,2.632,5.405,5.405,5.405,5.405,5.405,8.333,8.333,8.333,8.333,8.333,11.429,11.429,11.429,14.706,14.706,14.706,14.706,18.182,18.182,21.875,18.182,21.875,18.182,NaN,18.182,18.182,18.182,18.182,18.182,18.182,18.182,18.182,21.875,21.875,21.875,21.875,21.875,21.875,25.806,25.806,25.806,25.806,25.806,25.806,25.806,25.806,30.0,30.0,30.0,30.0,30.0,30.0,34.483,34.483,34.483,34.483
YAS,YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),-0.151,0.936,-5.477,-9.08,-6.966,-2.159,-1.616,-4.153,-2.15,1.984,2.957,2.882,6.573,11.132,17.39,25.449,27.463,39.036,43.562,50.235,45.798,63.342,81.873,80.582,68.787,88.471,NaN,66.913,64.234,67.675,73.57,69.595,67.477,59.201,67.562,76.786,77.959,95.219,75.846,71.411,68.301,88.292,73.055,64.889,75.225,82.643,89.226,86.452,88.399,107.334,116.376,124.35,144.71,140.85,152.88,153.267,176.253,172.985,167.827
YMD,YAPI KREDİ PORTFÖY MASLAK SERBEST (DÖVİZ- ABD DOLARI) FON,1.275,2.08,2.924,3.884,4.444,5.575,6.42,6.742,7.109,8.326,6.325,6.328,6.723,6.927,7.462,10.821,12.448,13.122,15.914,23.276,24.813,41.201,50.172,52.561,50.127,51.524,NaN,51.083,50.646,51.764,52.279,53.192,54.469,56.006,57.49,57.825,58.187,57.867,57.741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YNK,YAPI KREDİ PORTFÖY NİŞANTAŞI KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,2.047,3.073,3.482,4.865,2.826,3.802,4.644,4.817,5.348,6.859,4.924,4.821,5.324,5.712,6.711,10.248,12.869,11.868,14.784,21.839,23.825,41.502,53.132,54.481,46.909,49.533,NaN,49.549,48.648,49.855,49.109,49.879,51.607,53.604,55.811,56.291,52.762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YBS,YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,0.0,0.0,0.0,2.174,2.174,2.174,4.444,4.444,4.444,4.444,6.818,6.818,6.818,6.818,9.302,9.302,9.302,9.302,11.905,11.905,11.905,14.634,14.634,14.634,14.634,17.5,NaN,17.5,17.5,17.5,17.5,20.513,20.513,20.513,20.513,20.513,20.513,20.513,23.684,23.684,23.684,23.684,23.684,23.684,27.027,27.027,27.027,27.027,27.027,27.027,27.027,30.556,30.556,30.556,30.556,30.556,30.556,30.556,30.556
YVG,YAPI KREDİ PORTFÖY SARIYER SERBEST (DÖVİZ-AVRO) FON,2.005,2.462,3.846,4.47,4.334,4.968,5.459,5.317,4.799,6.547,3.856,2.549,3.455,3.397,2.985,5.612,10.256,10.818,14.004,21.06,24.996,41.743,51.684,52.721,46.07,45.608,NaN,46.172,44.458,47.85,49.019,52.164,55.429,57.613,58.555,59.063,58.035,56.127,52.445,53.417,54.036,53.267,57.7,55.529,56.447,56.173,56.689,57.24,60.342,62.238,64.402,74.427,70.959,78.935,79.944,79.346,79.665,82.079,79.068
YTV,YAPI KREDİ PORTFÖY TARIM DEĞİŞKEN FON,3.387,2.109,-1.057,-1.266,-2.837,-2.16,-4.164,-3.77,-4.62,1.007,1.299,-0.637,0.214,3.387,5.723,11.606,14.519,17.785,21.034,23.7,26.486,37.378,42.394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YJH,YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU,4.983,5.686,-0.211,3.663,-4.724,-5.2,-7.602,-5.389,-8.582,-4.867,-5.625,-10.818,-11.402,-13.306,-14.633,-12.425,-6.417,-7.692,-3.462,-3.166,-1.404,7.85,15.258,16.034,14.079,17.764,NaN,11.661,11.991,15.469,11.924,17.618,20.687,14.839,11.727,17.327,13.874,15.328,11.202,10.748,10.683,8.716,16.319,14.839,12.924,10.361,11.268,8.034,9.028,11.268,14.355,25.729,27.248,33.709,38.293,32.402,31.758,27.677,18.797
YSU,YAPI KREDİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,0.0,1.493,0.0,-1.449,-1.449,1.493,3.03,1.493,3.03,3.03,3.03,1.493,4.615,6.25,7.937,11.475,13.333,15.254,17.241,19.298,19.298,25.926,30.769,30.769,28.302,33.333,NaN,30.769,30.769,30.769,30.769,28.302,25.926,23.636,25.926,25.926,25.926,30.769,28.302,25.926,23.636,25.926,23.636,23.636,25.926,28.302,28.302,30.769,30.769,38.776,41.667,44.681,47.826,44.681,51.111,51.111,54.545,51.111,51.111
YPV,YAPI KREDİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,2.391,3.801,-1.875,-2.155,-2.861,-0.185,0.053,-1.67,-0.159,3.204,4.001,1.508,1.755,1.426,2.838,5.103,8.398,9.151,10.984,13.867,13.833,25.843,35.09,36.41,30.506,37.055,NaN,30.641,28.943,29.831,31.553,32.06,32.992,31.37,34.752,35.235,35.478,41.32,34.848,36.016,36.607,38.668,37.958,40.007,41.852,40.95,42.549,41.692,44.406,47.92,49.445,57.963,60.042,61.899,61.968,59.636,62.667,63.019,62.247
YTD,YAPI KREDİ PORTFÖY YABANCI FON SEPETİ FONU,5.424,4.362,0.974,2.98,1.967,2.303,0.323,0.647,0.0,2.98,1.303,-0.321,-0.639,-2.813,-1.582,2.303,6.873,6.507,10.284,14.338,18.251,32.34,40.724,40.724,41.364,42.661,NaN,41.364,42.009,43.981,43.981,48.804,50.971,48.804,43.318,44.651,42.009,42.661,40.724,42.661,43.981,42.009,44.651,48.804,48.804,49.519,46.698,44.651,45.327,48.095,49.519,57.071,54.726,63.684,68.108,66.31,68.108,65.426,57.071
YAY,YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU,5.38,2.445,-0.761,4.289,2.935,5.418,1.171,1.641,0.329,7.65,7.861,3.883,-0.387,-2.389,0.366,1.984,7.875,7.422,12.597,15.881,22.301,37.416,45.506,54.863,64.119,65.983,NaN,66.798,65.08,66.331,62.092,69.33,71.958,80.706,73.641,78.506,73.902,74.273,71.277,78.247,87.816,89.4,99.618,103.675,104.341,97.817,92.892,86.411,92.077,93.187,89.394,112.895,97.189,102.956,116.509,101.96,104.88,101.103,91.273
YJY,YAPI KREDİ PORTFÖY YENİKÖY SERBEST (DÖVİZ) FON,0.993,1.725,2.631,3.468,4.147,5.247,6.072,6.496,7.0,8.188,6.005,6.109,6.485,6.489,6.955,10.142,11.005,12.147,14.867,22.602,23.956,39.882,48.133,50.278,49.205,49.936,NaN,49.936,50.181,51.366,52.064,53.225,54.129,54.956,55.961,56.283,56.468,56.557,56.258,56.565,56.686,56.662,56.695,57.117,57.37,57.706,57.747,58.043,58.472,58.921,59.683,59.902,60.554,61.849,62.074,62.317,62.936,64.778,65.806
ZDZ,ZİRAAT PORTFÖY AGRESİF DEĞİŞKEN FON,1.057,2.299,-10.01,-16.696,-12.221,-6.477,-5.427,-4.508,-1.007,1.231,0.942,4.908,6.231,12.965,17.897,21.397,31.8,42.814,49.799,50.5,51.954,60.14,80.993,80.117,71.018,81.643,NaN,57.048,52.249,59.239,63.659,54.712,51.046,45.967,54.476,59.455,65.304,86.873,63.925,52.94,47.12,64.535,51.987,49.704,52.413,53.838,59.779,63.018,73.705,81.224,88.215,96.419,112.974,114.394,129.41,138.215,169.832,170.038,182.887
ZP9,ZİRAAT PORTFÖY AKİK KATILIM SERBEST (DÖVİZ-AVRO) FON,1.634,2.005,3.378,3.995,4.237,4.977,5.561,5.668,4.9,6.62,3.419,2.556,3.286,3.167,2.085,4.182,7.846,8.293,11.478,19.326,22.555,37.957,44.669,45.158,45.299,44.522,NaN,46.241,45.279,47.863,49.058,51.626,54.01,55.43,55.755,56.345,55.949,54.893,52.4,53.107,54.063,54.207,59.188,57.453,58.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TCA,ZİRAAT PORTFÖY ALTIN KATILIM FONU,0.0,0.0,4.846,10.185,9.174,7.207,8.182,8.182,6.726,7.207,6.726,7.207,6.726,5.778,5.31,10.185,12.264,13.333,18.408,23.958,23.958,36.0,37.572,39.181,35.227,34.463,NaN,40.828,40.0,42.515,45.122,46.012,50.633,58.667,58.667,60.811,60.811,57.616,54.545,53.548,52.564,55.556,59.732,60.811,63.014,64.138,64.138,63.014,67.606,67.606,68.794,77.612,77.612,80.303,77.612,72.464,76.296,78.947,80.303
ZBJ,ZİRAAT PORTFÖY BAŞAK PARA PİYASASI (TL) FONU,0.719,1.382,2.054,2.667,3.425,4.054,4.691,5.407,5.988,6.574,7.168,7.768,8.374,8.911,9.531,10.236,10.951,11.675,12.491,13.235,13.99,14.669,15.269,15.964,16.578,17.199,NaN,18.37,18.919,19.472,19.938,20.501,21.069,21.643,22.125,22.709,23.299,23.794,24.394,24.899,25.509,26.023,26.541,27.168,27.695,28.226,28.763,29.303,29.848,30.398,30.952,31.399,31.962,32.53,32.988,33.565,34.146,34.615,35.206
ZJL,ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),-1.813,1.514,-4.297,-10.212,-5.579,1.408,7.12,3.185,11.624,16.283,20.656,23.18,27.543,35.671,40.778,48.563,57.588,71.523,80.197,79.243,77.504,85.124,104.285,101.849,105.027,108.18,NaN,83.171,78.299,81.94,84.418,73.545,70.83,67.243,70.916,74.845,88.895,98.534,81.161,69.844,56.135,68.702,53.445,41.042,42.227,44.627,49.185,55.991,67.326,85.023,95.213,100.533,116.779,126.877,141.355,158.496,187.963,188.33,196.93
ZLH,ZİRAAT PORTFÖY BIST 100-30 ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),0.717,2.709,-3.383,-8.666,-4.557,-3.099,-1.552,-5.296,-1.05,4.184,7.599,7.863,12.46,20.073,26.326,34.133,41.923,54.919,62.994,66.827,63.155,74.228,92.755,88.568,84.302,95.554,NaN,76.182,76.701,80.322,87.443,79.293,76.606,69.31,77.032,80.076,91.136,102.145,83.635,74.32,61.954,72.994,59.488,54.087,57.395,62.552,67.845,69.484,80.273,100.425,102.207,112.018,130.458,133.145,147.673,157.936,189.259,181.605,187.745
