ZFB,37.58176481840541
IJZ,29.64950124083933
IRT,27.25868430747517
YZC,26.01375157992966
FSH,25.536648106270416
IJC,25.442033588815093
DVT,25.291471547248857
TAU,25.105649768749437
YZH,24.5491215278108
ZMY,24.28133838787604
YCP,23.94780419883576
ADP,23.90771113433434
GUH,23.83320261039744
YAY,22.833549511320392
TFF,22.72432406472452
BVV,22.42365314019248
ICZ,22.399109750835773
KRS,22.18343667453283
LLA,22.14168491256084
OJT,21.9630411022371
IVY,21.93877075079325
RTG,21.880419655283152
KIB,21.766484911366703
MTX,21.70059807503588
ODP,20.6772627757784
GZZ,20.150321074677883
YJK,20.09196916194519
AFT,19.925379240373744
MET,19.694327258262074
TTE,19.33773939322525
ITP,19.265449506300865
IZS,19.12861575561763
BTE,18.764831754992183
TMG,18.729769905575434
GZY,18.642371549046054
IEV,18.609028292581257
DTZ,18.558170820786906
AFS,18.53658536585365
IJP,18.451831680472512
AFA,18.38852935080542
GZN,18.28044717788582
HOA,18.276535096957183
GBV,18.03778311240998
EID,17.861522912175083
FJB,17.593751633614204
PAF,17.357348977070284
KUB,17.330115464698093
HKR,16.905404244859774
IUH,16.84506789674514
TGR,16.84240369296637
