Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks
ALC,AK ASSET MANAGEMENT BIST DIVIDEND 25 INDEX EQUITY (TL) FUND (EQUITY-INTENSIVE FUND),2.3876470156081955,4.922969523170743,9.965497701042233,10.685611967885409,8.386476435570751,10.459117502954147,8.388009049773745,9.056504449645374,9.97733076989297,10.800809482509385,9.863838325928048,14.393164944222663,13.870608333952312,11.592019158677815,5.947559745124329,4.642225756469152,9.789879255768643,10.030216250744632,6.1074197120708735,5.025039563194931,10.431268593820905,14.622384053474088,11.565219922568618,14.669538940250717
BUY,AK PORTFÖY BÜYÜYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.6869608526745803,5.488354958863755,8.31325108788753,11.242013555266078,9.269376849114,7.804084296124018,1.8248123271434238,-0.6930561827886403,-3.245127690695075,-3.622010141957487,-6.958778890517479,-5.187910841128917,-7.588326203649571,-10.09682469692571,-15.14537508173705,-17.43810707603987,-15.13062091449458,-12.141166716553151,-10.652119648874649,-14.260078288173133,-10.76466771326813,-1.4452883004841293,-2.4818599835930026,2.647206660076277
VAY,AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.0520080441232098,2.9754549567920336,8.536865731171483,11.234494707461055,5.268468939368008,3.293394283295198,3.0732267560824122,3.680932715418217,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
ADE,AK ASSET MANAGEMENT VARIABLE FUND,0.6989639531832507,1.3886308210428469,2.0603612792359423,2.7888317223353813,3.4878931288209034,4.194973788872882,4.9168261445605745,5.630215753352153,6.319699206917023,6.992996280614459,8.686910812265996,9.364587247901795,10.062213201553117,10.7519345426868,11.420841216615031,12.077370655763483,12.72639825434075,13.335886360022203,13.964272660818722,14.551549722660495,15.14529046552959,15.695752138507716,16.25846829901626,16.80675641776069
DTZ,AK PORTFÖY DÖNÜŞTÜRÜCÜ TEKNOLOJİLER DEĞİŞKEN FON,4.9809286671192865,4.817242947733066,8.056591700241603,6.300035479221579,7.923952633759307,8.14594205670466,11.113031880837429,11.809072869606243,12.840115256939852,14.42605373778687,18.558170820786902,22.779208156259376,25.148261659432265,18.94521014499631,14.66350539880513,17.753297733693756,19.779615348880437,21.917990325800375,18.155075200767573,16.55594411916809,16.32511111340271,18.128658338957703,18.677601176213773,14.831588778862779
VCY,AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,1.6886170716250555,-2.0857224126832126,-0.7739184682082336,-4.7650249926320996,-2.528391799984379,-2.2651646063846087,0.4751862216273939,0.35856923387588685,0.6066195924776502,-0.3804818014549122,3.199047720632741,5.851328632124229,6.580281903132954,2.6486199741980814,-3.164185504135865,-2.1297367053815393,-1.3167860955886104,-2.263704103968639,-6.9384588765876485,-5.49687261949761,-6.9881145111727205,-5.620370039007986,-6.41771218050088,-10.26310864557853
AKE,AK ASSET MANAGEMENT EUROBONDS (USD) DEBT INSTRUMENTS FUND,0.420377908961237,0.584452273929619,1.34747529689058,1.2795332656906822,2.4835177729376032,3.095928409652592,5.885450605403918,6.728911291862374,7.496538461538455,8.730208130713866,10.242422808097047,11.031614241107249,13.761284913017633,14.881189705985106,14.80049947013447,16.222139055222883,16.493900024591632,17.450465404576292,17.92968717035587,18.259519245822702,18.335125706011357,16.755228045550616,17.920233569743935,17.2376330239055
ZFB,AK PORTFÖY FİNTEK VE BLOKZİNCİRİ TEKNOLOJİLERİ DEĞİŞKEN FON,3.5714726972715876,1.0393997682464426,5.024655399000987,3.387222576153601,6.298098449655782,10.276383641978667,14.947878888751228,19.390057818684184,27.053410251398308,30.391957038985453,37.58176481840541,44.61839018098922,50.599047965962676,48.62602611672252,45.342689585778366,45.82018198940695,47.5670376564212,48.032775305502575,44.17932949529181,43.459692510331585,41.57455048409405,50.59811502393079,49.99848829912672,46.78623657887713
GUM,AK PORTFÖY GÜMÜŞ FON SEPETI FONU,1.7387278654864873,0.07023764482120148,0.9735340482191688,-3.232301570649566,-2.4903527981633746,-1.098361774054172,0.024210940534360962,-4.24527551880313,1.0531023682621687,0.9277462720624226,6.816188742457125,5.936570138061026,7.57164174182592,7.386869243501999,12.021683365486114,17.747911495067978,10.453293980464174,9.209587478945,12.572605188103065,10.60270427199252,4.217280657177349,4.500262620990866,10.180834441331454,9.685050401742876
AK3,AK ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),1.440334706741728,3.554155410131315,9.655600500090445,12.21067537229808,8.30061611241694,8.995796577571259,8.544796616886567,10.2277645401466,11.995905893667294,14.776290574617585,13.466784638530543,17.21734704796527,17.068850639191563,14.535362509979185,7.531532797580204,4.439768097869978,9.135777217802502,12.44995252505303,11.373146526641637,9.44094716459496,16.330822262995746,20.664184732795746,17.42760655890074,22.80548494098301
FUA,AK PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.3713756447586203,6.175909633103182,8.558224210946069,11.667394503812604,8.115144219467965,7.157230313639046,3.2416175096315496,0.11657111367803111,-1.218916678017565,-0.14848463121222463,-0.7149205364545604,0.8576431778501576,-0.8044612581299545,-3.311741334156522,-8.819859866168303,-11.663408747733458,-9.160718564368139,-5.780933117554528,-6.7709526589674205,-8.156118001553368,-0.484580594797703,7.257121220303697,5.890419880916863,9.523891585948105
AGC,AK ASSET MANAGEMENT VARIABLE FUND,0.4468599440436077,0.9372868288849926,1.7384056029666057,2.7527177709273576,3.9085754089617697,4.387207553391886,5.183822938033634,5.598982039464984,6.101911009241187,6.584040264071634,7.429635225968696,8.192959615886732,9.186345222239071,9.888649731235377,10.76953779001973,11.602815748233247,12.3821707815321,13.91987032701999,14.145287924938504,14.70262430321906,15.197029183761568,14.41609181076014,13.635661374628526,13.73733070476281
ARM,AK ASSET MANAGEMENT SECOND FUND OF FUNDS,0.6841056866506116,1.3603204419321568,4.165050442448153,5.339664405510761,4.846402731272468,5.515631385944521,6.85419737114124,7.565196546272546,8.817005642051672,10.489634560506062,11.109330957912318,12.778855320109264,13.969956699949318,14.201702084440186,13.112710042337545,14.673622539102176,15.277800260803087,16.10620796974924,15.863534826600647,15.678044874301666,16.393761672876316,16.71452763327761,16.67005203968092,16.441076582638008
AIS,AK ASSET MANAGEMENT LEASE CERTIFICATES FUND,0.7170110880643147,1.4784044584343803,2.3258839139370893,3.0983774148732484,4.174281552112306,4.9806486053650065,5.756923904275335,6.515910629654702,7.274165393846813,8.019554530224381,8.763342735468166,9.520494542214298,10.285169503406886,11.038649388780659,11.796139961911264,12.52861066605631,13.172963485166743,13.509379509379501,13.877468295790141,14.450749308889854,14.96930722011108,15.523115784526812,16.013804495309998,16.60193886928938
MTV,AK PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,4.409176473510424,5.367677108591207,8.729069600406113,8.421679038980514,8.943134206715458,9.425509740172211,11.899189927549367,11.411996565756581,12.340940751667848,14.27681636374318,16.286209841834882,23.292840760114377,28.499620880659567,25.135623773671362,22.790101071643182,28.064229192565165,31.09427384413183,32.17849941405735,28.178942095117783,28.02390187764728,28.86669049888348,30.106602124304484,31.644202650942134,29.246861832792874
ONK,AK PORTFÖY ONİKİNCİ SERBEST (DÖVİZ-AVRO) FON,0.5274215796387851,0.2197795213287344,1.232517734793076,0.9063645835757561,3.6189593497951122,4.553205565361941,6.245448833421834,4.964256585170562,5.366206224083451,6.57150328184305,8.808066590029053,10.379743441483562,12.049946214306388,12.641850712177597,12.922306755310247,14.94717785527172,15.521335150124582,15.80960316827095,15.54506569264549,16.21754645481026,15.023031205841313,13.550940974065014,13.403626096435941,12.366414009927665
APT,AK ASSET MANAGEMENT MEDIUM-TERM BONDS FUND,0.6718477145180485,0.6436738719049164,1.5121780740900062,0.5940725940725967,0.6074735229467768,1.8819307665326708,2.3375250691094425,3.4548418471486055,3.927504919702216,4.620009420109169,3.549882081939352,3.3175549961694353,2.0278303161307782,2.1092197239085544,2.003025473405546,2.830805261294643,3.0961189302827274,3.8060809324829665,3.5910730696953617,2.059542954444115,1.4698966772811102,1.3759128006872825,0.5686206621035113,0.1963567855863628
AYR,AK ASSET MANAGEMENT PRIVATE SECTOR BONDS FUND,0.7626924915314102,1.5349820953657456,2.31920146875726,3.008285532186107,3.7932953718371425,4.570060603446422,5.34709397066811,6.1195009848982265,6.884465313140667,7.662928833129794,8.537786532951284,9.298708324879971,10.045392646391281,10.792221739825875,11.497953364301166,12.178982925362096,12.847367686077375,13.475940835049613,14.135731268096336,14.795084878187383,15.456601976425773,16.10632183908047,16.884431801745343,17.567469266021682
AES,AK ASSET MANAGEMENT OIL FOREIGN ETF FUND BASKET FUND,4.887658831869997,4.909113223241932,4.990720017468213,5.4801469781726455,6.768346841345629,9.02739396000737,11.76923523942352,0.016900676027039943,6.192112854914633,6.294817414371975,6.066204348365574,0.3495728168003709,-0.9093368023802448,-3.120474493458078,1.9196121032271818,5.74110726263126,-4.1189959869388595,-2.164430597062371,-1.6051056428096284,1.8629346185419664,7.434819645575271,10.75233214326846,8.526005445132542,5.06527914345024
AFS,AK PORTFÖY HEALTH SECTOR FOREIGN SHARE FUND,1.2292076158066068,-2.2248249089715526,-1.5141352589442398,1.7971196916132735,5.829312177966794,4.6249317782134955,9.828177964977792,11.898044556863512,12.782520114832943,15.287723713957973,18.53658536585365,21.31702772227333,24.201976087778124,21.436573620585488,19.453724057950943,20.62926061877294,18.686761561348085,17.497900161176815,15.669678024906553,17.31015491313758,15.810729928232197,14.684230059769456,15.483860171689622,13.739170562608846
TAR,AK PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,2.0742560565966643,1.7042274548129528,0.9278101565712276,1.1725190120536153,2.1287921214746937,3.1062021364974135,5.318767115544274,4.466502916960533,4.844786357932087,4.862417857232475,6.461082189272288,7.280880543110743,8.315968562000815,4.1489849618236905,2.5296498244348515,2.631446213637607,2.189396112057549,0.7663561754519803,-0.9223345134807078,-2.2786313930305715,-2.3339914183690347,1.6344441910490393,0.1483029992176936,-0.804124795857749
ICZ,AK PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),6.515502147369602,10.399000825086437,14.603934785287622,24.135465737847966,14.45593726824269,12.578006026356315,8.778476544687278,5.268928554552565,6.270750252594184,16.221450655945954,22.399109750835773,25.0362836648515,30.247896157706993,27.21964833037586,19.81376962308783,14.046677549263805,24.93154096278926,37.27168226498433,41.58895116023877,36.96252469593777,38.99902532223409,55.03172447632401,52.08534456059368,66.61489141351932
TGR,AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON,4.296188197190554,2.603534456100834,6.876095666090046,5.174402165806184,4.895735320648929,5.189448868428161,8.8655187194366,13.10116969652533,11.227050000779926,12.124703128407255,16.84240369296637,22.583227483914996,24.01448440727633,20.80539143904792,14.942435045916316,14.1400031953581,14.725192795501382,15.471055209377896,13.301734346659472,12.585524949735897,12.010053304445892,12.909476693222683,9.630999703240246,7.1346240090170046
AK2,AK ASSET MANAGEMENT LONG-TERM BONDS FUND,0.5552534783304064,-0.00922347852360773,1.61544727009451,-1.3666225348400984,-1.5140076248594152,0.56522476241048,1.9905920519059124,9.518119715881177,11.11912260052947,12.063790804941856,10.50163791527831,10.544766646624257,8.529095999364806,8.817217699507115,8.62359074999914,9.644928521854974,8.928441498595019,7.629210444332611,8.086197768044386,2.047533416861957,-0.7961275949878348,-0.53153455290984,-1.6338764987109222,-2.996923779462456
