CPU,16.948363542969854
GUH,16.661405799388803
ZMY,16.37992042427602
IJC,15.829452370539345
IJZ,15.600931654547184
IRT,15.556834309414397
TFF,15.15690177205837
MTX,15.12714224156396
FSH,14.958589434744193
ZFB,14.947878888751228
YZC,14.942723071754491
YAY,14.90408345266436
OJT,14.685268850268496
HOA,14.557521522120531
KRS,14.55589341441946
DVT,14.311900826665369
BVV,14.279204727844249
AFT,14.195158892659787
KHT,14.176743861032662
DEF,14.157149697046304
MET,13.962216384926627
RTG,13.173195542199684
BTE,13.11954899229682
KIB,13.031408188896728
ODP,12.919124847107854
ITP,12.841933706481226
HVZ,12.78408808429258
BST,12.455244954185392
AFA,12.175634168299537
KST,12.17550062249248
NNF,11.98076257517791
MTV,11.899189927549369
IHK,11.898515271373816
BIH,11.831220658120166
HKR,11.819354753428469
AES,11.76923523942352
TMG,11.743436349735545
FNT,11.650958810317912
KUB,11.629938228990945
YJK,11.499154811093554
TI2,11.315784323022962
HKH,11.232028275535056
GAF,11.168281245921191
DTZ,11.113031880837427
PPB,11.08727134191199
DFI,10.966956089703793
IJP,10.947681575992588
EID,10.68473525714118
PPF,10.625677138184798
TBE,10.492442290942282
