FSH,7.039185166334248,8.158556808674646,11.916865353282644,N/A,8.73298387770696,9.71207245352606,14.958589434744193,14.958662504632066,16.01634715182118,19.255602400661477,25.536648106270416,31.19961523869491
ODP,3.5612286926115253,N/A,N/A,N/A,8.497167792099969,8.998616664774579,12.919124847107854,13.116016651103545,14.032058698033287,16.20153777398856,20.6772627757784,24.74339861971796
KRS,4.568844933183826,5.163389810587563,N/A,N/A,N/A,9.327055984482262,14.55589341441946,15.787238860895652,16.708515061345945,18.082201949883697,22.18343667453283,25.120063626074447
YAY,4.899404537231676,4.936230246775191,9.465626568069457,N/A,8.438903336427963,9.73499084710054,14.90408345266436,13.572247391120666,15.044111883500976,17.599639223435293,22.833549511320392,28.418255052124625
AFT,5.678671957916105,5.488526345790114,N/A,N/A,8.77435672132704,10.63553552072607,14.195158892659787,12.6397137482017,13.063386909151484,15.80697257680674,19.925379240373744,24.02637404295936
MTX,4.480116575512005,5.835447172551819,9.39824778674604,N/A,9.462464725999666,10.767388905159898,15.12714224156396,15.369312586172937,16.502488051893867,17.957913391559753,21.70059807503588,28.928912488401547
ZFB,3.571472697271588,N/A,N/A,N/A,N/A,10.276383641978668,14.947878888751228,19.390057818684184,27.053410251398308,30.391957038985453,37.58176481840541,44.61839018098922
GUH,5.738195248189154,7.1243181997839455,11.777927469687397,N/A,10.537942847820778,11.515014366338196,16.661405799388803,16.037904140770518,16.471734194712845,19.28773152393179,23.83320261039744,29.32339796096895
IJC,6.369140936953858,8.410183791143504,12.098419272851608,N/A,9.131389786285393,10.536319400675552,15.829452370539345,14.076737567215684,15.208405282588686,18.561597206513323,25.442033588815093,30.29630793953508
DVT,4.307794085543912,5.473813520949522,9.760274789798592,N/A,9.43733083951818,9.195408119985467,14.311900826665369,13.893222916326891,16.562774210703974,20.67170971305286,25.291471547248857,31.730997238093316
ITP,3.9311352801752353,4.860005734398354,N/A,N/A,8.584302857510401,9.569979229277592,12.841933706481226,12.900130884626094,13.523295119149791,16.07369241178834,19.265449506300865,23.551757372354803
HOA,4.975012774018264,6.652401271224008,9.91166146900323,N/A,9.754127197154297,11.137059320244887,14.557521522120531,13.319969864930323,12.94314829713061,15.730105517696195,18.276535096957183,22.51003548781198
IRT,5.198884832792871,6.981941425632869,10.500644800806322,12.499680802876028,12.152795456272251,13.243664991778472,15.556834309414397,16.491831274456242,18.346843350748813,23.46545679841647,27.25868430747517,32.13391214149791
BVV,7.211790353173638,8.897520146219493,12.874094835945302,N/A,9.106471627991692,10.02683107125437,14.279204727844249,13.56671161200362,14.102513124154466,17.56565683513285,22.42365314019248,23.184343041063176
MET,4.403151441108168,5.851873624377133,N/A,N/A,9.2217760751272,10.216059929411458,13.962216384926627,13.650145839245344,14.632081330946598,16.711868455139996,19.694327258262074,24.750314765960336
ZMY,6.371337727111401,8.695258324805803,12.529132542012198,13.446559623545662,13.775975766586846,14.344629527841082,16.37992042427602,14.470053571564598,15.80206974851404,18.03798782214299,24.28133838787604,29.69945655010628
TFF,4.475226769918203,4.77863042141989,9.454546122732218,N/A,N/A,9.41447466096984,15.15690177205837,14.657393096342098,16.16716884433905,18.24420238715369,22.72432406472452,28.73885145442901
OJT,5.327882701007925,6.812185671642067,11.20549912357363,N/A,10.675957844045556,11.068177023627095,14.685268850268496,13.20097866264351,13.935986963265917,17.043736184872614,21.9630411022371,25.99263125378436
YZC,3.131471316151694,N/A,N/A,N/A,9.062143673578904,11.406785826543626,14.942723071754491,15.901563812377796,19.616253848837385,23.10711135740991,26.01375157992966,31.38410815034357
IJZ,4.277946438358828,6.504755369641796,12.261673858699892,11.94083342979556,11.335607016252249,11.89737870434262,15.600931654547184,15.89595823765312,19.273802036193302,25.989614594014625,29.64950124083933,33.15955738054557
