Full Fund Name,Fund,2 Weeks
KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),KPC,6.70
HEDEF PORTFÖY BİRİNCİ DEĞİŞKEN FON,HJB,6.67
HSBC PORTFOLIO TECHNOLOGY VARIABLE FUND,HOA,6.65
ZİRAAT PORTFÖY BIST 100-30 ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),ZLH,6.65
ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),BVM,6.55
İŞ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,IJZ,6.50
ZİRAAT PORTFÖY BIST 30 DIŞI YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),ZJV,6.49
QNB FİNANS PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),BID,6.35
ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),HVZ,6.33
OSMANLI PORTFÖY İKİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),OPI,6.24
YAPI KREDİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),YHB,6.19
BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON,BTE,6.18
AK PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),FUA,6.18
İSTANBUL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),IVF,6.16
ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),AOJ,6.13
İŞ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),IHT,6.03
INVEO ASSET MANAGEMENT SECOND EQUITY FUND (EQUITY-INTENSIVE FUND),GMR,5.95
OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),OPH,5.92
GARANTİ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),GBH,5.90
GLOBAL MD PORTFÖY KATILIM FONU,GKF,5.90
AKTİF ASSET MANAGEMENT PARTICIPATION EQUITY (TL) FUND (EQUITY-INTENSIVE FUND),MPS,5.89
GARANTİ PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,MET,5.85
TEB PORTFÖY METAVERSE VE DİJİTAL TEKNOLOJİLER DEĞİŞKEN FON,MTX,5.84
ALLBATROSS PORTFÖY KARTAL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),KHT,5.78
DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),DXP,5.69
ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),IHZ,5.54
İSTANBUL PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),IIH,5.52
AK ASSET MANAGEMENT NEW TECHNOLOGIES FOREIGN EQUITY FUND,AFT,5.49
AK PORTFÖY BÜYÜYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),BUY,5.49
DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,DVT,5.47
ATA ASSET MANAGEMENT SECOND EQUITY (TL) FUND (EQUITY-INTENSIVE FUND),AAV,5.47
ISTANBUL ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),ACK,5.44
AK PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,MTV,5.37
MARMARA CAPITAL ASSET MANAGEMENT EQUITY (TL) FUND (EQUITY-INTENSIVE FUND),MAC,5.29
INVEO ASSET MANAGEMENT FIRST EQUITY FUND (EQUITY-INTENSIVE FUND),GAF,5.25
TERA PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,TMV,5.25
TRIVE PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,KIB,5.24
TACİRLER ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),TKF,5.22
ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),IHA,5.17
KARE PORTFÖY SERBEST (DÖVİZ) FON,KRS,5.16
İŞ PORTFÖY TARIM SERBEST FON,IJT,5.15
STRATEJİ ASSET MANAGEMENT FIRST EQUITY FUND (EQUITY-INTENSIVE FUND),ST1,5.12
YAPI KREDİ PORTFÖY KARAKÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YUB,5.12
İSTANBUL PORTFÖY ONDÖRDÜNCÜ SERBEST FON,IIE,5.12
İSTANBUL PORTFÖY ROBOTİK TEKNOLOJİLERİ SERBEST FON,IRO,5.07
QİNVEST ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),EID,5.04
GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),GTM,5.03
ALLBATROSS PORTFÖY DEFNE SERBEST FON,DEF,5.02
ZİRAAT ASSET MANAGEMENT PARTICIPATION EQUITY FUND (EQUITY-INTENSIVE FUND),ZPE,4.96
YAPI KREDİ ASSET MANAGEMENT FOREIGN TECHNOLOGY SECTOR EQUITY Fund,YAY,4.94
DENİZ ASSET MANAGEMENT BIST DIVIDEND 25 INDEX EQUITY FUND (EQUITY-INTENSIVE FUND),DPT,4.93
OYAK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),OHK,4.92
AK ASSET MANAGEMENT BIST DIVIDEND 25 INDEX EQUITY (TL) FUND (EQUITY-INTENSIVE FUND),ALC,4.92
AK ASSET MANAGEMENT OIL FOREIGN ETF FUND BASKET FUND,AES,4.91
YAPI KREDİ PORTFÖY KİLYOS KAR PAYI ÖDEYEN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),YLY,4.90
GARANTİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),GOH,4.88
İŞ PORTFÖY TEKNOLOJİ KARMA FON,ITP,4.86
KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM SERBEST FON,KTS,4.83
ALBARAKA ASSET MANAGEMENT PARTICIPATION EQUITY FUND (EQUITY-INTENSIVE FUND),RBH,4.82
AK PORTFÖY DÖNÜŞTÜRÜCÜ TEKNOLOJİLER DEĞİŞKEN FON,DTZ,4.82
ALLBATROSS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),KST,4.78
TEB ASSET MANAGEMENT AMERICA TECHNOLOGY FOREIGN BYF FUND BASKET FUND,TFF,4.78
QİNVEST PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),ELZ,4.74
DENİZ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),DLD,4.72
OYAK ASSET MANAGEMENT FIRST EQUITY FUND (EQUITY-INTENSIVE FUND),OHB,4.62
ICBC TURKEY ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),ICF,4.59
ATA ASSET MANAGEMENT FIRST EQUITY FUND (EQUITY-INTENSIVE FUND),AYA,4.56
ZİRAAT ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),TZD,4.52
YAPI KREDİ ASSET MANAGEMENT FIRST EQUITY FUND (EQUITY-INTENSIVE FUND),YHS,4.52
AURA ASSET MANAGEMENT VARIABLE FUND,IYB,4.51
