Fund Code,Fund Name,1 Week Return,2 Week Return,3 Week Return,4 Week Return,5 Week Return,6 Week Return,7 Week Return,8 Week Return,9 Week Return,10 Week Return,11 Week Return,12 Week Return,13 Week Return,14 Week Return,15 Week Return,16 Week Return,17 Week Return,18 Week Return,19 Week Return,20 Week Return,21 Week Return,22 Week Return,23 Week Return,24 Week Return,25 Week Return,26 Week Return
FJZ,FİBA PORTFÖY FIRTINA SERBEST (DÖVİZ) FON,0.3526,0.9936,1.3819,2.4248,3.2356,4.5397,5.3504,7.3502,8.0529,8.6995,9.5918,11.753,12.1457,14.7724,15.9742,16.4605,18.1055,18.128,19.6479,20.4377,20.714,21.4208,23.0145,20.992,20.7218,21.3261
FSH,FİBA PORTFÖY FON SEPETİ SERBEST FON,-1.8766,2.6456,4.4828,8.3493,3.916,4.9815,5.9354,10.5124,12.3729,12.3664,15.4307,22.6993,24.6812,34.9094,30.7744,25.5339,28.5784,27.4806,29.6675,24.4187,23.4755,22.2441,31.9473,31.724,26.4057,21.8212
FPH,FİBA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.0695,6.7566,6.4526,12.1046,12.6903,13.6952,9.859,10.7586,8.9483,8.1817,11.1944,12.1922,13.2006,11.8693,15.7303,7.6415,2.5284,5.0504,9.4075,11.3233,7.4903,12.819,17.1734,21.569,18.8435,23.7733
FSR,FİBA PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON,-0.1872,-0.0631,-0.4819,0.8035,0.5953,2.1928,0.2963,nan,,,,,,,,,,,,,,,,,,
FBZ,FİBA PORTFÖY KAR PAYI ÖDEYEN SERBEST FON,-0.4263,0.295,-1.8527,-0.0333,0.2915,1.9827,3.058,6.7775,6.6981,7.53,8.9508,13.2087,13.6408,16.9602,17.1636,17.008,18.6988,18.7468,17.4968,15.896,15.5729,15.2533,16.4249,14.5341,13.5277,12.4201
FPK,FİBA PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL)FONU,0.4289,1.152,1.8827,2.57,3.1121,4.0129,4.745,5.5287,6.321,7.0534,7.578,8.2879,9.0003,9.6264,10.3254,11.037,11.7151,12.3692,12.9983,13.583,14.1775,14.7745,15.3664,15.9185,16.4992,16.9297
FMR,FİBA PORTFÖY MART 2025 SERBEST (DÖVİZ) FON,0.343,0.8543,1.402,2.3273,3.6405,4.8965,5.5563,6.1465,6.4016,6.6736,7.3898,8.3256,8.8432,10.0455,10.5288,11.5356,12.2077,12.9329,14.1593,14.9478,15.4285,15.9635,17.1878,14.7809,15.0202,15.3051
FSF,FİBA PORTFÖY PARA PİYASASI SERBEST (TL) FON,0.457,1.2346,2.0007,3.7833,4.4334,5.4444,6.2367,7.0339,7.8306,8.6328,9.411,10.1772,10.9483,11.725,12.516,13.3039,14.0959,14.8753,15.6809,16.423,17.1617,17.8702,18.5621,19.2204,19.8408,20.5704
FIL,FİBA PORTFÖY PARA PİYASASI (TL) FONU,0.4607,1.2648,2.0683,2.8708,3.5752,4.5207,5.3444,6.1527,6.9531,7.7497,8.5246,9.2933,10.0523,10.8099,11.5699,12.324,13.0758,13.8326,14.5653,15.2838,15.9829,16.6651,17.315,17.9372,18.5511,19.1772
FZP,FİBA PORTFÖY SERBEST FON,0.2997,1.3643,2.2597,3.0423,3.9328,4.8692,5.162,5.6334,6.237,6.6665,7.8141,8.4104,8.9182,9.8565,10.981,11.4196,12.0338,12.7108,13.6274,14.4779,14.899,15.5693,16.5256,16.8458,17.4083,18.3107
GO1,FONERİA PORTFÖY BİRİNCİ FON SEPETİ FONU,0.4264,1.2077,1.6996,2.5477,3.0321,3.874,4.0709,5.3205,6.0767,8.0694,9.7764,10.5923,11.6923,12.4329,13.1381,14.031,15.6956,17.9749,18.1235,18.7699,19.1272,19.8184,20.4503,21.336,21.0465,22.3456
GO9,FONERİA PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),3.7322,9.8597,9.4205,13.5882,17.6782,16.1789,12.9619,15.2197,16.6188,15.1069,16.0143,15.1274,17.9779,nan,,,,,,,,,,,,
FCK,FONERİA PORTFÖY ÇOKLU VARLIK KATILIM FONU,0.5606,1.5512,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,
GO4,FONERİA PORTFÖY DÖRDÜNCÜ FON SEPETİ FONU,1.3208,3.3057,3.5344,6.5233,6.6552,7.5602,6.9919,10.1304,10.5544,12.7509,14.8976,17.6088,18.5218,20.5627,20.4499,18.6949,19.8267,21.1185,23.2475,22.8729,20.6786,20.6093,24.2017,24.2675,23.8545,24.8824
GO2,FONERİA PORTFÖY İKİNCİ FON SEPETİ FONU,0.9496,2.142,2.8429,4.6892,4.9872,6.4276,6.2751,7.3855,7.6609,9.3867,10.9171,12.2965,13.3285,14.4185,14.7824,15.0952,16.6082,18.4973,19.0748,19.2392,18.1942,18.8291,21.2022,22.3852,23.0274,23.8728
FBC,FONERİA PORTFÖY KATILIM FONU,1.6016,4.5267,4.8139,6.3215,-4.2029,-0.6608,-0.2973,-0.8757,-0.7489,-2.338,-1.1835,0.5916,2.9402,2.1545,1.6475,-1.2095,-2.0775,-1.4598,0.4846,2.7674,2.0504,4.8866,8.5519,9.3388,9.0573,12.0002
GO6,FONERİA PORTFÖY PARA PİYASASI (TL) FONU,0.4526,1.2439,2.035,2.8196,3.5041,4.4327,5.2339,6.025,6.8228,7.6193,8.3905,9.1529,9.9073,10.6609,11.4112,12.151,12.8845,13.6217,14.3347,15.0263,15.7006,16.3556,16.9988,17.6384,18.285,18.9153
GO3,FONERİA PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,1.4375,3.2218,2.4725,3.9195,3.9861,5.2722,5.186,8.2612,8.6228,10.21,12.0404,13.9138,15.0628,16.675,16.6115,15.8305,17.3732,19.0679,20.5018,20.0925,18.6478,18.5124,21.4406,21.8875,21.3792,22.5497
GUH,GARANTI PORTFÖY YABANCI TEKNOLOJİ BYF FON SEPETİ FONU,-1.1627,2.059,4.4243,9.4358,5.2283,7.4613,8.666,13.418,14.1568,14.261,16.3441,21.7019,24.3875,31.3608,28.4357,24.3165,28.629,27.3706,29.6212,25.8957,25.0539,22.6523,30.5441,30.4017,25.9566,22.118
GKH,GARANTİ PORTFÖY  KATILIM SERBEST (TL) FON,0.5433,1.3839,2.1926,3.0539,3.7942,4.2506,5.0629,5.8425,6.5961,7.3158,8.0977,8.8214,9.5882,10.3378,11.0812,11.7414,12.4278,13.2049,14.0465,14.7736,15.3718,16.1178,16.8179,17.3687,18.0854,18.8141
TGA,GARANTİ PORTFÖY AGRESİF DEĞİŞKEN FON,3.0233,5.9929,6.7832,10.8985,12.8569,12.2774,10.6996,11.2878,11.4225,11.8073,13.839,14.1852,15.2686,16.3639,18.6994,14.021,11.3807,13.8629,16.8182,18.1918,15.6119,19.1822,21.9923,25.2974,23.1041,28.6225
GTA,GARANTİ PORTFÖY ALTIN FONU,1.1109,0.1083,2.4814,3.2061,2.3154,4.911,6.4863,7.0491,6.3294,9.6107,10.8464,12.9465,12.3176,12.8077,13.3982,19.426,24.5383,22.7855,20.5434,21.6269,21.4293,20.9022,21.7139,20.5287,20.807,19.7285
GBN,GARANTİ PORTFÖY BEŞİNCİ (TL) SERBEST FON,0.4601,1.2602,2.068,2.8716,3.5771,4.5251,5.3441,6.1721,6.9922,7.7984,8.5749,9.3478,10.1045,10.8675,11.6326,12.4095,13.1958,13.9953,14.8017,15.5882,16.3605,17.1029,17.7779,18.4566,19.0978,19.732
GOH,GARANTİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.5243,8.6283,9.6897,11.7267,14.2166,18.2631,12.5308,8.87,5.0225,0.3348,3.5132,4.0219,4.9433,1.134,5.8799,0.1194,-6.7525,-3.0577,3.7863,10.4708,5.7468,12.5589,20.5233,22.8178,26.0439,30.7188
GPB,GARANTİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,0.4853,1.3687,1.8307,2.8077,3.4987,3.8241,4.4855,6.5585,7.3424,7.9949,8.7586,9.489,10.2158,11.1726,11.8634,12.6008,12.8742,13.4433,14.0778,14.5425,15.0097,15.8112,16.5431,16.699,17.3738,18.3189
GZP,GARANTİ PORTFÖY BİRİNCİ FON SEPETİ FONU,0.8007,2.3461,2.8507,6.009,6.6049,7.1866,7.5783,10.1637,10.6753,12.1326,13.4509,15.158,15.302,16.9353,17.781,17.2444,17.728,17.9557,19.2698,20.2287,19.5611,21.075,22.7081,22.5457,22.5272,24.0769
GBH,GARANTİ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),4.0206,10.3907,12.1753,17.2894,21.64,22.1857,16.0562,18.2644,16.3573,18.8613,23.0679,22.8231,24.6588,25.4729,29.5663,21.8834,17.7266,22.4372,30.1681,29.6055,22.6474,29.1551,31.9743,36.2857,33.5348,42.8353
GPF,GARANTİ PORTFÖY BİRİNCİ KATILIM FONU,0.6093,1.0995,2.8241,4.8376,5.4276,6.3527,6.7947,7.3752,7.6495,8.2861,9.0786,10.4646,10.8689,11.4114,12.473,13.2623,13.7424,14.1506,14.9661,15.9205,15.995,16.8735,17.748,18.3746,18.9672,19.9977
GPL,GARANTİ PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.2677,0.6925,1.0976,1.9795,3.1791,4.3162,4.9083,5.2767,5.4831,5.7064,6.3119,7.0115,7.5857,8.4896,9.1436,10.0956,10.8928,11.6839,12.8671,13.6538,14.2244,14.8405,16.0841,13.3306,13.6171,13.8887
GAE,GARANTİ PORTFÖY BİST30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.9265,7.0686,6.5051,12.2388,14.8056,12.3641,6.9398,8.6701,6.8192,8.901,10.862,13.2102,14.1746,14.783,17.2498,8.5856,4.4529,5.379,10.0981,11.015,5.4458,8.7199,12.1723,14.892,10.6483,15.2532
GBV,GARANTİ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON,1.1992,3.2443,2.7113,5.2428,4.0241,6.2033,7.4774,11.2767,12.2947,13.6663,17.3461,20.1127,20.9787,26.2667,27.3814,23.3018,23.6362,23.1333,25.4172,24.8,21.6834,23.2334,29.1029,30.3645,24.2678,23.2313
GA1,GARANTİ PORTFÖY BORÇLANMA ARAÇLARI FONU,0.5416,1.3043,2.0559,2.7494,3.3614,4.2486,5.1092,6.0454,6.8168,7.5687,8.2948,9.1311,9.9065,10.726,11.6388,12.6314,13.479,14.3406,14.489,15.4183,16.363,17.201,17.8681,18.3969,20.8826,21.4126
GVA,GARANTİ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇLAR DEĞİŞKEN FON,1.1203,3.996,2.9672,4.2698,1.6045,3.3595,2.6649,6.8801,8.4977,8.9573,9.0118,14.2667,13.672,17.4267,15.0273,9.4159,11.1844,9.7327,11.5638,8.6765,10.1826,8.627,13.2341,12.9364,8.0769,4.8363
GZE,GARANTİ PORTFÖY EMTİA SERBEST FON,-0.0893,1.8404,0.9495,2.2413,2.2344,2.9364,4.3268,5.2,1.9419,2.1499,2.8611,3.7735,1.0481,1.6732,1.2954,4.0096,7.5041,3.6842,4.1646,4.051,5.7941,5.3005,8.0129,7.1476,5.6576,5.4481
GZV,GARANTİ PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,0.7589,2.6305,1.5732,3.9009,2.6207,4.9373,5.0308,8.8881,9.4506,10.2373,11.4321,16.4916,16.2175,21.8303,20.4524,17.2615,19.6762,17.7975,18.1749,15.5114,17.0315,15.6218,20.483,18.4706,15.2827,14.7708
GPA,GARANTİ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,0.1971,0.8923,0.6568,1.9276,1.6348,2.8541,3.5999,6.6736,7.626,8.466,9.3469,11.8296,11.5505,15.0453,16.4498,16.3363,18.2374,17.5027,18.2379,19.4417,19.5097,19.8795,21.4159,19.4497,18.7443,19.1175
GZZ,GARANTİ PORTFÖY FİNANS SEKTÖRÜ DEĞİŞKEN FON,0.6914,2.7703,1.2644,4.7256,4.6757,5.3157,5.9283,11.2433,12.1965,15.2261,17.1534,21.6015,22.1174,25.9985,25.0848,21.6503,22.8564,21.2158,23.2069,23.1943,22.7684,23.4477,27.2724,26.4351,22.3623,24.2174
GIE,GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.6563,7.065,7.1881,12.8954,14.3513,12.8165,9.1576,11.238,10.1067,12.6851,15.6021,17.3078,17.6877,18.7949,22.9873,14.8628,9.2633,10.5543,15.1791,16.031,9.9118,14.3019,18.5886,19.9923,15.061,19.7157
GTZ,GARANTİ PORTFÖY GÜMÜŞ FON SEPETİ FONU,0.6005,1.4058,-0.3214,1.0289,-0.4694,-2.6362,-0.5019,2.1222,-4.386,0.7396,1.549,7.8768,5.8717,7.8778,5.9878,10.5258,17.4805,9.3939,7.6235,10.4141,11.3756,5.6538,8.008,11.5226,11.2467,7.805
GHS,GARANTİ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.5455,8.0748,8.3136,14.8088,17.4429,16.124,11.7351,14.3219,12.9316,14.6859,16.9755,18.2453,19.9025,20.896,23.6076,14.8615,10.3567,12.2578,16.8574,17.9743,12.5518,17.0203,20.9451,24.3446,20.877,28.2674
GPI,GARANTİ PORTFÖY İKİNCİ DEĞİŞKEN FON,1.1832,3.0347,3.1823,6.2634,6.7901,6.9219,7.331,9.9883,10.4644,12.1046,13.1717,14.8127,14.7583,16.7835,17.4389,17.044,17.2665,17.608,19.2003,20.1043,19.3497,20.6124,22.2565,22.2651,21.641,23.6748
GZJ,GARANTİ PORTFÖY İKİNCİ FON SEPETİ FONU,1.0341,2.6895,2.9387,7.167,7.702,7.7705,6.8986,9.7678,9.6398,11.2274,12.8411,14.6877,14.7022,16.5334,17.1313,16.1948,16.3157,16.5433,18.1135,19.6074,18.4675,20.2101,22.031,21.5657,21.2445,23.472
GPC,GARANTİ PORTFÖY İKİNCİ SERBEST ( DÖVİZ ) FON,0.1891,0.9307,0.3926,1.798,1.0867,2.2394,2.9804,6.8882,8.1734,9.1025,9.9927,13.1886,12.3022,17.2658,19.0695,18.1745,20.5965,18.7961,19.026,20.5131,20.0385,20.3127,21.8574,20.5395,19.1734,19.4465
GKV,GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.977,9.2045,9.0965,12.8345,15.7089,16.5616,10.7588,10.4022,7.9257,6.0202,7.398,7.4179,8.1274,7.9946,11.7344,4.2504,-0.5773,1.012,6.1197,9.3024,5.3298,8.8258,13.0615,13.9354,12.0899,17.9988
MET,GARANTİ PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,0.4147,4.5418,6.2898,9.128,8.4227,10.7487,10.4347,13.9266,14.802,15.214,16.8045,21.1233,24.0357,29.9964,28.0317,25.6726,28.715,29.2053,30.8624,28.5066,27.1205,29.2208,35.1507,36.6628,31.7458,29.3058
GAH,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,1.1684,2.9834,3.0575,6.0411,6.6024,6.9669,7.3783,10.009,10.4489,11.8318,12.8898,14.4193,14.4621,16.2245,16.9241,16.4952,16.6432,16.9583,18.3719,19.3334,18.4669,19.6821,21.4191,21.4486,20.8668,22.7504
GZG,GARANTİ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,0.4025,1.5643,1.3747,2.5756,4.0542,6.3609,8.0435,10.3679,10.3064,9.5472,10.3723,13.407,13.5874,15.6338,13.5768,11.7334,11.2982,11.5871,12.352,10.6312,10.893,11.1991,14.3677,13.6965,13.023,15.362
EUZ,GARANTİ PORTFÖY SERBEST (DÖVİZ-AVRO) FON,-0.1993,0.1101,-0.3641,1.0268,0.495,2.1906,2.9868,5.7134,4.9033,5.2736,6.4875,9.2436,10.0609,12.3455,12.8592,14.3978,15.1559,15.0319,15.7424,16.1495,16.08,15.6337,18.1315,15.0331,13.6369,14.5667
GZR,GARANTİ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.266,7.5832,7.3507,13.4282,15.7747,15.0482,10.8181,12.8506,11.9563,12.4735,14.7776,16.6885,17.3368,17.9484,20.9732,12.262,7.3902,9.1867,13.1113,14.8539,10.1437,14.422,18.4325,22.7475,20.0007,26.192
GZL,GARANTİ PORTFÖY TARIM VE GIDA SEKTÖRÜ DEĞİŞKEN FON,1.1122,3.0103,1.8359,0.7689,0.3471,2.5376,3.4351,6.1449,6.785,5.8698,5.2898,7.6642,5.8927,9.3413,8.3999,6.0435,6.639,2.9098,3.964,2.4565,2.8849,1.6497,6.6059,5.5566,2.9771,2.6663
GTM,GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.1168,8.0038,9.3608,13.4845,15.656,15.9328,13.148,14.8274,13.1353,11.5165,14.1853,15.6249,17.2775,17.0465,18.9164,13.809,8.611,12.977,16.1038,16.4164,12.362,17.1847,22.1189,26.8225,23.7351,31.5997
GZH,GARANTİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FON,2.7623,5.7307,0.7222,1.0923,-3.2409,-0.5518,-0.2233,5.9491,7.2261,8.3486,6.9622,13.475,7.6952,13.4361,11.964,5.2261,8.6386,1.1434,0.1177,-3.0385,-0.5859,-4.7049,1.4314,-0.7866,-5.434,-7.8906
GTY,GARANTİ PORTFÖY TREND SERBEST FON,2.7249,3.2738,1.3018,2.9405,2.2989,3.9321,5.1527,8.474,10.3153,12.1135,12.447,14.9396,15.1151,19.674,20.363,19.3899,21.3973,22.6497,24.6681,25.3852,25.2148,26.1432,28.8493,27.5035,27.3085,28.7519
GZY,GARANTİ PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON,0.3792,4.514,4.3949,7.0119,6.0289,6.9139,6.5212,9.9666,14.3468,14.1522,14.8812,22.3294,23.7977,29.0017,29.7907,23.916,22.2544,20.4733,23.2163,20.1022,18.4861,16.923,21.5472,16.9174,12.2009,14.3048
GPU,GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,1.6329,3.5809,3.7714,6.879,7.2662,7.6811,7.7104,10.079,10.1724,11.187,12.1924,13.6464,13.5785,15.6781,16.3458,15.4615,15.5846,16.2092,17.5636,18.3364,17.4811,18.6452,20.7442,20.6212,19.3717,21.8661
GVI,GARANTİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,1.4121,3.2845,3.2326,7.7226,8.3245,8.4842,7.4419,10.3283,10.1298,11.9117,13.8258,16.0586,16.1921,18.2265,19.4825,17.3478,17.7549,17.7719,20.5101,22.0616,19.3383,21.5909,24.2603,23.7859,22.8793,25.9085
GAS,GARANTİ PORTFÖY ÜÇÜNCÜ SERBEST(DÖVİZ) FON,0.318,0.9267,1.2896,2.3497,3.2456,4.4269,5.1048,6.0505,6.4339,6.8027,7.4882,8.5871,9.1395,10.4521,11.2838,12.2258,13.2959,13.8996,15.0245,15.8787,16.3321,16.8896,18.2806,15.6962,15.977,16.3889
ECA,GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON,1.6909,3.9403,3.2929,7.384,8.3983,7.9571,6.1044,8.5347,9.1195,10.9403,12.2401,13.2789,13.6744,14.3974,16.0476,12.7368,10.5975,11.6184,13.5518,15.1063,13.0654,14.7596,21.3626,27.4807,27.0881,31.74
GMD,GLOBAL MD PORTFÖY BİRİNCİ FON SEPETİ FONU,0.435,1.2385,1.643,2.8977,3.3621,4.4174,4.8919,6.9658,7.5839,7.9156,8.642,10.6382,10.7909,13.1603,14.4122,13.995,14.7201,14.746,15.9387,16.8451,16.4662,17.1742,18.8603,17.3868,16.6531,16.8954
EC2,GLOBAL MD PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),2.1657,6.2799,5.1422,13.2489,13.891,13.4221,9.0889,12.0088,10.8699,12.6237,15.3128,17.6072,18.5214,17.1708,21.5605,18.0426,14.2801,16.9938,19.9578,25.6252,22.3962,27.6182,32.0421,35.1541,33.5847,41.5599
GZN,GLOBAL MD PORTFÖY BOĞAZİÇİ SERBEST FON,1.034,2.8747,1.9968,5.5193,4.9467,7.1464,6.1482,8.7466,9.1246,13.0702,14.93,20.7166,20.1081,22.3455,23.9864,22.7954,18.2432,20.5537,24.7916,29.6434,25.7836,28.1331,34.3191,32.7727,32.7913,33.1021
GLG,GLOBAL MD PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),3.4173,8.524,8.4051,11.7827,14.6484,14.4814,9.575,12.142,10.8455,12.1612,14.2576,15.2584,16.2847,19.1107,20.5208,12.782,10.1729,16.3142,17.4429,18.3767,13.7488,20.559,25.4382,28.5017,23.4325,30.365
GZM,GLOBAL MD PORTFÖY DİNAMİK SERBEST (TL) FON,2.4129,4.3001,5.8253,9.4568,12.455,12.0598,9.1333,10.639,9.1251,7.9237,9.4208,12.1935,13.0192,14.0698,19.0304,11.6075,5.8717,6.9596,10.1282,13.2844,6.6807,11.0376,15.7554,17.9175,15.5318,15.3221
EBD,GLOBAL MD PORTFÖY İKİNCİ DEĞİŞKEN FON,2.0897,4.1469,4.6369,6.3422,7.6248,8.2806,7.5051,8.6743,9.2668,9.937,10.9382,10.9739,12.1387,13.0247,14.5584,12.8102,11.5701,12.6173,13.7958,14.0769,13.2735,14.5749,19.1527,22.6806,22.8935,25.8668
GLC,GLOBAL MD PORTFÖY İKİNCİ FON SEPETİ FONU,1.1364,3.2618,4.2471,6.476,6.6251,7.8546,7.6858,8.5207,8.7278,9.7526,10.8229,12.1497,13.5946,14.6236,15.4099,13.3926,12.8796,13.9035,15.4328,15.7849,14.4495,15.592,19.7231,20.3557,20.0846,20.8833
GKF,GLOBAL MD PORTFÖY KATILIM FONU,2.5084,7.1878,8.718,11.1607,13.996,14.8819,10.3816,9.634,7.5932,6.2991,7.844,9.7915,11.3605,12.0897,15.2783,11.9517,10.7175,12.1663,14.2308,13.8602,11.2705,13.8545,16.8389,18.8704,18.3703,24.0447
HKM,HEDEF PORTFÖY BAŞAK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),12.3733,16.9807,16.279,24.2447,25.959,24.7643,23.9952,19.7839,16.4801,17.05,29.6899,27.6467,31.5507,33.0161,27.1716,23.7516,26.9565,28.3013,35.904,37.4769,30.9526,37.7807,48.4659,49.9827,54.6155,57.1821
HVK,HEDEF PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,0.5021,1.3122,2.1019,2.9279,3.7083,4.6422,5.4897,6.3154,7.1265,7.8884,8.6466,9.4372,10.2389,11.1307,11.938,12.7307,13.5323,14.3178,15.0561,15.7862,16.5189,17.2978,18.3734,19.1583,19.9021,20.7633
HJB,HEDEF PORTFÖY BİRİNCİ DEĞİŞKEN FON,2.8837,8.0063,11.5357,13.6052,16.678,17.8456,12.404,9.9068,7.0295,10.1433,13.0863,13.8298,15.263,14.8352,16.6357,14.0463,12.1309,16.2512,19.5553,22.68,23.123,23.8505,25.9942,36.0204,40.7028,47.4806
NNF,HEDEF PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.7833,11.1449,14.6309,17.0276,23.3486,25.6751,20.2919,18.3387,16.7053,12.8436,15.7033,15.0962,17.1138,15.9133,19.9397,12.4215,7.0524,11.3067,17.7256,20.7451,16.0008,19.6962,24.3705,27.4298,26.4765,37.2767
HDA,HEDEF PORTFÖY DÖRDÜNCÜ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),1.2837,1.4928,2.5025,4.0724,4.8111,5.5768,6.9778,8.6828,9.9345,11.4277,12.6069,13.42,14.1066,15.8851,18.0036,18.3961,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HMC,HEDEF PORTFÖY EKİNOKS SERBEST (TL) FON,1.2276,5.0097,6.2984,8.8832,11.5827,15.8375,11.7829,10.1454,8.2571,6.5028,6.2054,5.0397,8.6924,8.1404,10.706,6.8008,4.9436,4.7004,6.344,9.6263,11.313,14.2924,16.0818,18.2845,18.567,19.8503
HGM,HEDEF PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.6671,9.7562,15.3695,19.0537,24.1378,25.2336,15.7872,11.3375,9.8761,10.0726,11.1333,13.6257,16.7243,14.6191,18.7402,10.3235,4.2508,9.0719,13.5856,16.3281,14.0215,17.5579,22.2241,26.7355,27.6402,31.0467
HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.679,10.0432,12.7165,16.4668,19.7848,23.6023,19.9859,17.5249,17.0398,15.9986,18.06,17.9868,19.766,21.8092,22.9672,13.9147,7.5121,10.883,13.3943,15.9398,13.0143,15.9482,21.922,24.9625,23.9622,29.2054
KSA,HEDEF PORTFÖY KISA VADELİ SERBEST (TL) FON,0.5061,1.3412,2.1789,3.0246,3.7555,4.7366,5.5848,6.4526,7.3122,8.1552,8.9942,9.8298,10.6727,11.5238,12.3768,13.2335,14.1066,14.9586,15.7265,16.5459,17.3331,18.1146,19.088,19.8694,20.6629,21.5054
FNT,HEDEF PORTFÖY MODEL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),4.137,10.154,14.708,16.1304,22.5119,27.3733,21.1398,17.3305,16.3024,12.825,12.8785,10.3308,12.6823,12.1171,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
HYV,HEDEF PORTFÖY PARA PİYASASI (TL) FONU,0.4606,1.2631,2.0565,2.8681,3.5826,4.5447,5.3791,6.2167,7.0259,7.8227,8.5885,9.3628,10.1423,10.9017,11.6891,12.4957,13.3324,14.1652,14.9843,15.7805,16.54,17.2586,17.994,18.6706,19.3422,20.0348
HDK,HEDEF PORTFÖY VEGA İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.7246,1.2754,1.9627,2.8707,4.1857,4.2577,5.1897,5.9686,7.5357,8.2468,9.3033,9.6469,10.7902,11.8196,12.4833,13.8479,14.9553,17.2326,16.2392,17.5866,18.8133,19.2858,21.3201,21.2958,24.4273,25.8167
HST,HSBC PORTFÖY  BORÇLANMA ARAÇLARI (TL) FONU,0.5967,1.1598,0.4179,2.2207,0.1083,-0.1699,0.9287,2.6149,3.1368,7.989,8.6953,9.8841,9.6557,10.0493,10.0064,10.7175,11.0373,11.8039,12.0155,12.0816,10.5395,10.5118,10.462,9.1469,9.8621,10.5246
HBF,HSBC PORTFÖY ALTIN FONU,1.0169,-0.2,1.7272,2.6265,1.9752,3.4613,5.6545,6.4504,5.4609,8.1604,11.5747,13.7299,12.5187,13.3202,13.7647,19.057,24.9253,23.3529,20.9508,21.7644,21.65,21.1708,21.5562,20.6148,21.0439,20.0915
