Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks,48 Weeks,49 Weeks,50 Weeks,51 Weeks,52 Weeks,53 Weeks,54 Weeks,55 Weeks,56 Weeks,57 Weeks,58 Weeks,59 Weeks,60 Weeks,61 Weeks,62 Weeks,63 Weeks,64 Weeks,65 Weeks,66 Weeks,67 Weeks,68 Weeks,69 Weeks,70 Weeks,71 Weeks,72 Weeks,73 Weeks,74 Weeks
DOH,TERA PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),3.801,0.468,0.603,2.806,7.825,9.157,8.999,7.056,13.616,22.114,18.175,15.985,15.450,20.160,24.441,23.115,24.132,30.382,35.928,35.682,46.251,46.967,41.165,49.453,51.871,46.394,49.304,49.453,51.717,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
RRP,RE-PIE PORTFÖY PARA PİYASASI KATILIM (TL) FON,0.725,1.378,2.122,2.878,3.645,4.424,5.214,5.927,6.741,7.474,8.312,9.162,10.026,10.806,11.696,12.601,13.521,14.456,15.406,16.372,17.355,18.242,19.256,20.404,21.339,22.407,23.373,24.478,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PIP,GARANTİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,0.796,1.524,2.262,3.011,3.770,4.542,5.412,6.208,7.016,7.836,8.670,9.610,10.471,11.346,12.234,13.238,14.157,15.091,16.040,17.114,18.097,19.209,20.228,21.497,22.556,23.633,24.729,25.970,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PBN,PİRAMİT PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.969,-3.485,-3.013,2.057,4.934,-0.915,-3.092,-11.186,-16.186,-10.384,-18.759,-24.763,-30.957,-29.065,-28.725,-25.516,-20.758,-18.980,-1.244,14.629,16.195,19.458,20.669,15.072,19.219,15.295,14.519,17.340,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
GNH,GLOBAL MD PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.196,-3.864,-1.399,2.587,3.339,0.874,0.634,-1.856,-0.859,4.876,-0.859,-1.399,-1.091,3.003,2.339,4.963,7.179,11.316,14.634,16.315,22.490,26.647,23.324,25.148,27.666,23.444,24.534,27.154,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
BRT,PARDUS PORTFÖY BEREKET HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),-1.639,-3.226,-1.124,2.884,0.917,0.152,-0.452,-6.183,-6.977,-1.639,-5.983,-9.278,-9.713,-3.155,-2.655,0.076,1.538,13.597,18.919,20.328,28.780,37.072,31.213,33.739,31.737,31.213,31.868,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PMP,PARDUS PORTFÖY MODEL PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),-6.583,-10.888,-7.937,-3.890,-0.075,-4.918,5.705,5.705,1.214,2.301,-2.699,-7.038,-8.063,-3.403,-3.052,-0.670,2.458,9.524,12.479,11.259,17.637,19.749,19.427,20.506,21.053,21.494,22.949,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
MTF,MT PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.443,1.161,1.614,2.072,2.534,1.614,2.441,2.906,3.470,4.040,4.713,5.888,6.485,7.089,7.802,8.421,8.942,9.574,10.321,10.753,10.645,11.078,12.178,12.849,13.527,13.984,13.300,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
BLD,DENİZ PORTFÖY BALEV EĞİTİME DESTEK SERBEST FON,0.719,1.449,2.190,2.941,3.704,4.478,5.263,6.061,6.780,7.600,8.434,9.280,10.236,11.111,12.000,12.903,13.821,14.859,15.809,16.883,17.867,18.980,20.114,21.387,22.330,23.408,24.629,25.874,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
NLE,NUROL PORTFÖY EMLAK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.581,-4.674,-0.925,2.309,4.133,1.421,-1.533,-0.388,1.341,4.217,1.181,-1.457,0.312,2.965,2.965,3.462,3.546,5.848,6.994,8.074,17.998,26.352,21.570,25.857,32.748,28.629,28.500,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PYR,PARDUS PORTFÖY YİRMİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),-1.854,-9.045,-9.045,-7.598,-13.586,-11.504,-9.457,-12.323,-8.397,-0.111,-6.832,-13.043,-11.937,2.447,57.756,60.000,60.142,62.602,67.131,68.224,76.471,82.186,77.165,79.820,79.283,78.218,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PKD,PUSULA PORTFÖY İKİNCİ DENGE KATILIM SERBEST FON,0.369,0.616,0.989,1.365,1.617,2.125,2.253,2.767,3.157,3.026,0.000,-0.729,-1.448,-2.389,-2.738,-5.876,-5.440,-4.667,-5.220,-11.580,-11.961,-12.245,-12.714,-13.453,-14.361,-17.475,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
KME,KUVEYT TÜRK PORTFÖY TEMKİNLİ KATILIM FONU,0.658,0.907,1.408,2.085,2.857,3.291,4.259,4.705,5.974,8.223,8.319,8.607,9.286,10.171,10.870,11.679,12.707,13.649,14.714,15.690,17.241,18.375,19.182,20.236,21.188,22.400,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
KDE,KUVEYT TÜRK PORTFÖY DENGELİ KATILIM FONU,0.660,-0.164,0.910,1.751,2.694,2.435,2.349,2.780,4.274,5.811,4.901,4.991,6.457,8.156,7.965,8.348,9.515,10.708,11.619,12.858,16.635,18.447,17.761,19.257,21.032,22.000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
BRR,AK PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,0.645,1.462,2.293,3.053,3.910,4.694,5.579,6.479,7.210,8.139,8.988,9.850,10.727,11.518,12.320,13.237,13.960,15.009,16.078,17.057,18.053,19.179,20.096,21.262,22.211,23.297,24.402,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
HML,HEDEF PORTFÖY KATILIM SERBEST (DÖVİZ) FON,0.309,0.581,0.957,0.972,1.564,1.897,2.232,2.675,3.079,3.116,3.517,3.860,4.398,4.763,4.857,5.398,5.710,6.204,6.836,7.672,7.645,8.270,8.985,9.313,10.103,11.636,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PLR,OSMANLI PORTFÖY PARA PİYASASI FONU,0.728,1.466,2.299,3.060,3.920,4.706,5.593,6.405,7.229,8.066,8.916,9.877,10.756,11.749,12.658,13.686,14.522,15.584,16.667,17.769,18.893,19.923,21.088,22.277,23.123,24.476,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PAO,PARDUS PORTFÖY ANADOLU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),-0.968,-3.267,-1.055,2.552,0.446,0.897,-2.003,-7.484,-5.936,-0.266,-6.172,-9.639,-9.783,-2.513,-3.267,-1.055,-0.266,14.097,20.321,25.698,33.929,35.216,29.608,29.014,20.708,12.388,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
KUD,KUVEYT TÜRK PORTFÖY DİNAMİK KATILIM FONU,1.370,-1.251,-0.084,1.718,2.334,0.766,-0.337,-1.251,1.718,6.475,3.951,2.157,2.600,5.244,4.134,3.951,5.714,7.149,8.128,9.427,16.192,17.344,13.956,16.535,18.995,18.400,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
KUA,KUVEYT TÜRK PORTFÖY AGRESİF KATILIM FONU,1.826,-1.762,1.561,4.181,4.554,2.092,1.473,-0.679,1.385,4.089,0.429,-1.514,-1.265,0.948,-0.340,0.429,2.092,3.812,4.741,8.728,18.642,22.875,17.925,19.857,19.612,16.866,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
BCO,BULLS PORTFÖY ÇOKLU VARLIK KATILIM FONU,1.079,-0.228,-0.456,0.460,1.314,1.549,2.662,2.662,7.108,12.339,11.480,10.447,11.860,15.303,14.598,15.303,15.915,18.966,20.055,21.053,28.027,27.778,26.301,28.278,31.759,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
BLT,BULLS PORTFÖY ALTIN FONU,-0.346,5.874,5.641,1.693,2.415,8.748,15.916,20.973,24.203,24.203,28.980,35.272,37.990,38.123,37.595,40.683,38.521,40.958,41.929,41.790,43.198,41.650,40.820,41.929,44.634,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
BIP,İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,0.741,1.493,2.170,2.944,3.729,4.526,5.336,6.158,6.993,7.746,8.607,9.481,10.370,11.273,12.088,13.019,13.860,14.822,15.799,16.794,17.806,18.835,19.882,21.188,22.034,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
SRL,PARDUS PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.361,3.584,9.075,11.581,14.636,11.478,10.063,7.815,8.393,14.420,8.879,3.761,4.655,8.684,6.866,9.964,9.567,12.096,13.141,13.991,24.131,26.987,21.279,21.158,24.004,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
DID,DENİZ PORTFÖY İKİNCİ DEĞİŞKEN FON,0.429,0.086,1.036,1.739,2.812,2.722,2.632,2.632,3.357,4.839,5.216,5.311,6.074,6.947,7.735,8.635,9.346,10.169,11.111,11.962,12.608,13.813,14.481,15.613,16.883,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PHK,PHİLLİP PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),2.007,-4.363,-3.538,-1.324,-0.622,-4.281,-5.334,-7.832,-5.654,-0.179,-5.734,-9.547,-6.911,-2.187,-5.892,-3.538,-2.102,-0.799,0.269,1.452,10.803,13.618,7.500,8.228,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
RKC,ROTA PORTFÖY İKİNCİ DEĞİŞKEN FON,1.024,4.653,6.922,7.280,7.370,8.829,9.760,16.018,15.600,16.123,16.758,17.507,18.484,19.478,19.701,20.602,20.829,22.212,23.033,23.269,26.430,25.440,25.195,26.805,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
SBH,SPARTA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),2.246,0.714,8.372,12.970,13.152,10.841,8.289,4.674,9.635,16.612,8.790,7.957,8.790,13.790,14.622,17.485,23.989,28.040,36.725,37.390,39.152,47.594,40.818,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PTS,QNB PORTFÖY PARA PİYASASI SERBEST (TL) FON,0.753,1.518,2.294,2.994,3.793,4.605,5.337,6.173,6.927,7.789,8.566,9.455,10.357,11.275,12.104,13.052,14.015,14.995,15.992,17.007,18.039,19.090,20.040,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
DTM,DENİZ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER DEĞİŞKEN FON,0.916,-0.181,0.916,0.364,4.455,1.943,-0.452,-0.181,0.273,3.377,1.848,-2.478,-2.478,0.456,-0.271,0.731,0.823,2.607,2.416,2.991,11.089,12.910,10.865,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
RS1,ROTA PORTFÖY BİRİNCİ KISA VADELİ SERBEST FON,0.754,1.520,2.298,3.087,3.889,4.704,5.531,6.372,7.226,8.094,9.074,9.973,10.988,11.918,12.864,13.826,14.804,15.800,16.812,17.843,18.892,19.840,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
BNH,İSTANBUL PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),4.771,-1.060,4.771,8.004,13.706,7.383,-2.862,-5.644,-5.004,0.179,0.719,-8.422,-8.571,-5.882,-8.869,-7.514,-6.977,-6.589,-8.497,-4.027,10.345,16.062,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
IAY,INVEO PORTFÖY ALTIN KATILIM FONU,-2.739,3.383,2.656,-2.522,-3.666,-0.905,7.003,10.793,14.162,16.696,20.994,26.957,28.697,28.697,27.697,29.458,27.202,29.970,32.727,31.663,32.593,31.138,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PKT,YAPI KREDİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON,0.756,1.524,2.217,3.007,3.810,4.534,5.360,6.106,6.958,7.824,8.704,9.498,10.405,11.224,12.161,13.007,13.973,14.957,15.957,16.862,17.896,18.948,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
KYS,KARE PORTFÖY YEDİNCİ SERBEST (DÖVİZ) FON,0.130,0.319,0.491,1.496,2.484,2.819,2.902,3.082,2.736,3.963,5.372,5.332,6.452,5.791,7.395,8.530,9.408,11.853,11.951,12.388,12.399,13.083,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
BUV,BULLS PORTFÖY VOLTRAN SERBEST (TL) FON,2.236,-2.308,-0.175,2.419,4.193,1.330,-1.039,-2.558,-0.436,3.439,0.616,-1.381,-0.522,1.330,2.419,5.443,4.670,6.227,7.425,7.932,14.414,17.111,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
NVK,INVEO PORTFÖY KATILIM SERBEST (DÖVİZ) FON,0.318,0.524,0.894,1.031,1.418,1.611,2.012,2.238,2.320,2.228,2.022,2.228,2.404,2.647,2.453,2.527,2.735,3.124,3.579,3.836,3.642,4.070,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
SPP,SPARTA PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,0.763,1.538,2.326,3.125,4.028,4.854,5.788,6.643,7.414,8.295,9.191,10.102,11.028,11.864,12.821,13.793,14.561,15.564,16.471,17.391,18.563,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
MTK,MT PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.037,-3.030,-1.790,1.587,2.491,-0.775,-2.373,-4.636,-1.790,4.918,-0.346,-2.620,-0.518,2.765,1.141,1.141,4.348,6.077,6.766,8.068,17.073,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
HIH,GARANTİ  PORTFÖY HOLDİNGLER VE İŞTİRAKLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.428,-0.338,2.163,4.699,9.150,4.885,1.548,-1.172,-0.338,4.885,1.898,-5.064,-6.046,-2.154,-3.906,-0.422,-0.422,1.373,0.854,2.251,13.667,18.455,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
HTS,HSBC PORTFÖY ALTINCI SERBEST (DÖVİZ) FON,-3.115,-2.972,-4.749,-2.983,-1.127,-2.588,-1.887,0.219,0.201,1.672,3.407,3.601,6.057,4.135,6.534,6.956,7.035,8.389,9.699,10.429,12.541,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PEA,PERFORM PORTFÖY ALTIN FONU,-2.611,3.257,2.176,-2.462,-1.933,-2.085,4.793,7.915,10.936,13.315,17.190,22.276,24.926,24.803,24.070,26.421,25.296,27.054,27.694,27.823,29.785,28.210,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
BRF,DENİZ PORTFÖY BİRİNCİ FON SEPETİ FONU,-0.251,-0.831,-0.084,1.446,2.934,2.491,2.756,4.283,4.649,6.900,9.853,9.249,9.853,10.668,11.495,13.511,12.019,13.403,14.712,15.489,18.471,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PKR,ROTA PORTFÖY PARA PİYASASI KATILIM FONU,0.681,1.371,2.159,2.870,3.590,4.321,5.156,6.004,6.769,7.545,8.433,9.234,10.149,10.976,11.815,12.667,13.532,14.410,15.415,16.323,17.361,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PTN,PHİLLİP PORTFÖY ALTIN FONU,-1.515,4.278,4.040,-0.871,-1.087,3.253,9.903,14.899,17.571,19.214,24.204,30.497,33.431,33.692,32.782,35.149,33.301,35.551,36.364,37.048,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
