Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks
RPM,ROTA PORTFÖY İLAÇ VE MEDİKAL TEKNOLOJİLERİ DEĞİŞKEN FON,0.000,1.253,0.103,1.148,4.024,6.363,5.898,None,8.688,9.486,10.927,11.117,12.471,12.930,10.359,6.773,5.152,5.323,6.072,3.968,3.469,2.865,4.811,4.924,6.014,7.246
RPP,ROTA PORTFÖY PARA PİYASASI (TL) FONU,0.805,1.624,2.456,3.236,4.095,4.968,5.787,None,7.535,8.322,9.121,9.932,10.756,11.515,12.362,13.143,14.015,14.820,15.636,16.464,17.219,17.984,18.673,19.369,19.985,20.697
PIL,ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU,-0.075,0.526,-3.807,-4.014,-7.207,-4.220,-4.289,None,1.670,2.136,2.136,5.850,8.158,9.306,5.185,1.516,5.599,3.159,3.318,0.526,1.593,0.300,5.599,6.523,1.593,-0.149
RPX,ROTA PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,0.418,1.015,1.439,2.297,3.359,4.632,5.225,6.080,6.532,6.803,7.456,8.463,9.361,10.753,11.812,12.524,13.606,14.382,16.017,16.516,16.955,17.115,15.701,16.392,16.407,16.856
SVB,STRATEJİ PORTFÖY AGRESİF DEĞİŞKEN FON,4.188,7.633,12.080,14.110,16.181,14.815,14.882,10.746,8.772,7.102,7.781,7.722,10.589,10.683,6.750,4.522,0.077,3.635,9.596,11.568,10.183,15.221,22.330,18.832,27.940,29.854
AN1,STRATEJİ ASSET MANAGEMENT FIRST VARIABLE FUND,4.945,6.248,8.390,10.535,11.727,11.177,12.710,9.146,7.504,7.895,9.119,5.560,6.605,3.618,6.223,2.955,2.008,3.530,7.731,9.819,8.245,12.078,17.299,14.117,19.684,20.505
ST1,STRATEJİ ASSET MANAGEMENT FIRST EQUITY FUND (EQUITY-INTENSIVE FUND),6.466,9.276,11.919,14.149,18.181,14.105,12.913,7.403,4.501,3.943,7.548,6.708,7.244,6.711,1.257,-4.330,-8.785,-4.539,-1.204,-2.677,-2.624,4.093,13.472,10.817,23.442,25.926
TPF,TACİRLER ASSET MANAGEMENT BONDS FUND,0.461,1.646,0.878,2.732,0.121,-0.625,0.804,1.323,3.580,5.267,6.432,6.295,6.077,4.734,2.426,1.671,2.477,3.658,None,5.995,2.452,3.451,-0.625,-1.241,-0.193,0.048
TCD,TACİRLER ASSET MANAGEMENT VARIABLE FUND,5.685,8.256,9.577,13.684,16.421,14.449,15.271,10.011,7.257,8.166,8.685,5.553,6.378,3.710,0.109,-2.697,-4.592,-1.025,None,3.834,2.629,4.373,10.856,10.334,18.165,19.489
TKF,TACİRLER ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),5.446,8.015,10.952,15.858,19.205,17.696,18.976,13.401,9.864,9.201,10.572,7.316,8.670,6.910,4.604,-0.672,-2.966,1.120,None,6.741,4.906,12.323,21.128,17.573,24.744,23.458
TCB,TACİRLER ASSET MONEY MARKET FUND,1.299,1.299,2.632,2.632,4.000,5.405,5.405,6.849,6.849,8.333,8.333,9.859,9.859,11.429,11.429,13.043,13.043,14.706,None,14.706,16.418,16.418,18.182,18.182,18.182,20.000
TUA,TEB ASSET MANAGEMENT GOLD FUND,2.715,0.665,1.339,1.794,3.653,4.850,8.353,8.095,8.612,11.548,12.655,14.358,12.935,12.935,14.937,19.789,25.069,22.703,21.716,22.703,22.703,21.716,19.160,21.067,21.067,20.745
TJT,TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON,-0.414,0.204,-0.160,0.842,0.164,2.861,3.900,6.336,5.409,6.109,7.600,10.165,11.555,14.101,14.925,15.058,17.206,17.757,17.621,17.052,17.681,16.462,15.168,15.823,14.277,15.989
TFF,TEB ASSET MANAGEMENT AMERICA TECHNOLOGY FOREIGN BYF FUND BASKET FUND,-1.065,3.363,3.657,8.288,4.379,7.073,8.247,13.926,13.434,14.929,16.983,21.412,27.366,32.081,26.042,24.110,29.686,31.239,30.638,25.810,26.368,25.643,25.838,29.020,26.564,25.339
YZH,TEB PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),2.258,0.309,-1.424,11.133,13.488,4.816,4.727,10.933,16.251,21.792,26.572,27.357,25.566,21.575,19.546,12.288,10.100,15.294,20.458,27.200,16.648,29.909,29.772,31.884,33.485,49.237
TE4,TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON,1.071,1.919,2.369,3.534,4.467,4.467,5.461,5.418,5.899,6.608,7.507,8.100,9.118,9.305,9.305,9.729,10.682,11.310,12.539,12.638,12.788,13.795,12.241,12.588,13.440,14.459
TPC,TEB ASSET MANAGEMENT FIRST FUND OF FUNDS,0.642,2.274,2.072,3.109,2.823,4.568,4.442,5.421,2.294,4.865,5.078,6.550,5.766,6.222,5.961,8.951,11.607,8.426,8.791,9.320,9.900,9.644,9.551,10.440,9.412,10.134
TPJ,TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.325,0.891,1.297,2.220,2.852,4.129,4.691,5.865,6.404,6.845,7.709,8.848,9.586,11.493,12.552,12.832,14.220,14.900,15.873,16.589,17.092,17.055,16.048,16.566,16.181,16.984
TBT,TEB ASSET MANAGEMENT FIRST MEDIUM-TERM BONDS FUND,-0.143,0.971,0.155,1.459,-0.255,-0.536,1.303,3.205,5.011,6.365,7.169,7.923,8.498,8.786,7.244,7.354,8.041,8.285,8.836,8.790,9.261,9.757,10.207,10.785,10.935,11.376
TPL,TEB ASSET MANAGEMENT EUROBOND (FX) DEBT INSTRUMENTS FUND,0.305,0.823,1.178,2.093,2.675,3.908,4.521,5.876,6.424,6.809,7.668,8.818,9.553,11.419,12.419,12.661,13.955,14.510,15.695,16.303,16.822,16.775,15.660,16.139,15.777,16.562
GMC,TEB PORTFÖY GÜMÜŞ FON SEPETİ FONU,0.517,2.208,0.725,1.620,-2.410,-1.570,-0.410,0.830,-3.715,1.833,1.620,7.641,6.755,7.940,8.000,12.892,18.392,11.404,9.893,13.089,10.896,5.081,5.710,11.213,10.706,7.641
TYH,TEB ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),5.294,7.094,9.720,17.322,19.904,15.697,17.212,16.019,18.096,18.768,21.415,20.134,24.059,24.182,21.769,16.019,13.087,18.768,21.532,20.481,18.431,24.429,29.845,24.801,30.385,40.471
IDY,ING ASSET MANAGEMENT SECOND VARIABLE FUND,1.316,2.667,4.054,5.479,8.451,6.944,5.479,6.944,6.944,6.944,6.944,5.479,8.451,8.451,6.944,6.944,8.451,8.451,10.000,10.000,10.000,11.594,10.000,10.000,11.594,11.594
TJI,TEB PORTFÖY İKİNCİ FON SEPETİ FONU,1.650,2.629,3.394,5.279,6.248,6.862,7.317,7.776,8.281,9.306,10.306,10.526,11.864,12.546,11.864,11.955,13.051,13.467,14.735,14.545,14.498,16.324,16.765,16.178,16.962,19.175
TPZ,TEB ASSET MANAGEMENT LEASE CERTIFICATES (FX) PARTICIPATION FUND,0.171,0.703,1.086,1.819,2.346,3.484,4.141,5.823,6.564,7.197,8.229,9.429,10.196,11.935,12.895,13.412,14.532,14.856,16.153,16.199,16.607,17.027,15.977,16.282,16.217,16.905
MTX,TEB PORTFÖY METAVERSE VE DİJİTAL TEKNOLOJİLER DEĞİŞKEN FON,-0.219,4.254,5.607,9.148,7.146,9.200,10.524,14.869,15.101,16.216,17.656,21.417,28.612,33.901,28.903,26.330,31.279,33.666,33.823,28.178,28.830,27.962,29.122,31.279,29.489,27.176
TE3,TEB ASSET MANAGEMENT ABSOLUTE RETURN VARIABLE FUND,0.906,1.749,2.449,3.492,4.540,5.524,6.517,6.727,7.302,7.965,8.746,9.343,9.904,10.627,10.705,11.403,12.439,13.042,14.954,15.366,15.631,16.835,15.735,16.363,17.096,18.044
SHE,TEB PORTFÖY ÖNCE KADIN DEĞİŞKEN FON,1.969,3.345,5.134,8.973,10.685,7.509,9.788,9.243,9.994,9.857,11.810,12.237,12.237,13.102,12.885,11.526,10.131,11.881,13.833,13.248,12.668,16.855,20.616,18.666,22.889,27.887
TOT,TEB ASSET MANAGEMENT PRIVATE SECTOR BONDS FUND,0.679,1.430,2.170,2.925,3.782,4.031,4.743,5.550,6.256,6.954,7.631,8.341,8.997,9.662,10.310,10.901,11.585,12.242,12.929,13.637,14.403,15.123,15.840,16.403,17.200,17.759
TPP,TEB PORTFÖY PUSULA SERBEST FON,3.420,2.113,3.675,5.850,13.123,8.742,7.471,9.926,10.063,10.812,7.197,10.525,9.443,5.120,5.300,5.180,5.850,11.328,12.501,8.613,11.478,17.531,11.739,9.313,9.009,14.757
TBE,TEB PORTFÖY SAĞLIK VE BİYOTEKNOLOJİ DEĞİŞKEN FON,-0.691,0.765,0.573,1.023,4.153,6.829,5.827,9.722,11.661,12.057,12.376,12.216,15.497,15.328,12.857,9.875,11.189,11.111,12.616,10.412,11.346,10.644,10.105,11.582,11.111,12.616
TJF,TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,0.333,2.304,-0.441,0.969,-0.951,1.957,2.886,6.780,6.906,7.671,8.752,12.734,16.416,19.339,16.166,12.174,16.818,15.572,14.063,11.757,12.267,9.899,10.212,10.662,7.330,6.738
TGX,TEB PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,0.575,2.541,-0.317,-2.357,-1.440,-0.317,-0.694,1.680,5.780,8.477,6.423,8.702,10.534,10.923,5.851,5.073,6.423,3.145,3.010,1.418,1.418,1.092,4.032,2.341,-0.127,-1.131
TCF,TEB PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,1.034,1.758,2.358,3.716,4.689,5.323,5.751,6.038,6.327,7.202,7.942,8.241,9.301,9.916,9.454,10.226,11.484,11.563,12.852,12.852,13.179,14.338,13.590,13.838,14.254,15.436
TMV,TERA PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,3.472,5.974,8.918,11.527,13.827,14.089,12.368,12.453,11.194,10.207,11.277,9.882,12.793,12.538,13.308,12.623,9.478,12.708,15.236,12.283,11.610,10.781,8.918,12.793,13.567,14.002
TMM,TERA PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,0.294,0.706,0.883,1.460,1.449,2.630,3.490,5.689,6.474,7.196,8.533,10.330,11.137,14.183,14.980,16.712,15.311,16.173,17.256,16.756,17.206,16.973,16.939,15.866,16.114,14.946
TVN,TRIVE PORTFÖY BİRİNCİ FON SEPETİ FONU,1.733,3.440,2.409,3.353,2.922,5.746,5.026,8.348,8.826,9.503,10.385,12.912,15.449,18.786,17.094,15.234,17.317,17.205,17.653,15.666,16.761,17.429,17.653,17.317,15.126,17.205
THD,TRIVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),6.106,7.639,9.601,15.852,18.038,12.843,13.087,13.498,13.498,13.994,16.110,15.595,17.329,18.038,16.283,9.909,7.123,11.555,15.339,15.000,11.158,17.949,21.902,19.939,26.333,33.790
KID,TRIVE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.280,0.740,0.822,1.728,1.645,2.883,3.984,6.265,7.098,7.750,8.691,10.234,11.080,13.871,15.487,15.127,16.581,16.811,18.250,18.772,19.130,19.223,17.794,18.470,17.526,18.516
KIF,TRIVE PORTFÖY EMTİA SERBEST FON,0.696,0.626,0.417,-0.891,-1.162,2.918,2.263,2.845,1.759,3.065,2.699,3.954,4.104,4.104,3.954,8.477,10.466,9.132,9.132,9.962,8.886,6.012,5.470,6.480,4.707,5.470
KIA,TRIVE PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,2.456,3.929,5.138,7.803,8.450,8.940,9.934,12.267,12.851,15.127,16.425,16.864,17.880,18.784,16.864,15.311,14.883,17.370,18.073,16.864,15.927,19.241,22.890,19.702,21.854,27.663
KIE,TRIVE PORTFÖY PARA PİYASASI (TL) FONU,0.786,1.585,2.397,3.152,3.989,4.768,5.559,6.362,7.178,7.930,8.693,9.466,10.251,10.967,11.773,12.509,13.255,14.095,14.776,15.552,16.251,16.958,17.584,18.308,18.948,19.689
KIB,TRIVE PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,0.668,5.132,5.924,10.068,8.261,9.667,11.170,13.808,12.533,16.189,18.940,22.603,26.499,31.957,26.651,23.536,27.801,29.687,30.006,24.337,25.074,25.297,27.570,27.801,23.899,24.264
UP1,ÜNLÜ PORTFÖY ALTIN FONU,2.050,0.531,1.285,1.502,2.492,6.054,7.868,8.424,8.673,11.294,12.418,14.320,12.888,12.888,13.565,19.219,25.298,23.660,21.750,23.017,21.907,19.823,18.546,20.356,20.356,20.356
SUA,ÜNLÜ ASSET MANAGEMENT FIRST VARIABLE FUND,1.485,1.990,2.500,4.061,4.592,5.128,6.218,6.771,7.330,7.895,9.043,9.043,10.811,10.811,12.022,12.637,13.260,14.525,15.819,16.477,16.477,18.497,19.883,18.497,19.883,20.588
UPD,ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,0.483,1.089,1.668,2.540,3.712,4.847,5.451,6.081,6.381,6.710,7.479,8.289,9.072,10.006,10.611,11.644,12.487,13.056,14.645,14.863,15.324,15.845,14.776,14.309,14.504,14.820
UPH,ÜNLÜ ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),6.229,8.317,10.369,15.929,18.987,16.606,18.321,16.404,15.012,15.605,18.037,14.621,18.182,16.831,15.487,11.636,8.079,13.476,17.071,14.998,14.527,20.214,26.241,22.656,29.064,34.846
SUB,ÜNLÜ ASSET MANAGEMENT SECOND VARIABLE FUND,4.902,6.468,9.184,13.228,17.582,15.676,16.940,12.042,10.881,11.458,13.228,8.629,12.042,10.881,10.309,8.629,7.000,10.309,13.830,12.632,13.228,16.940,22.989,21.591,26.627,28.144
UJA,ÜNLÜ PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,0.706,1.421,2.095,2.778,3.523,4.225,5.103,5.770,6.446,7.131,7.942,8.587,9.121,9.479,10.265,11.062,11.870,12.310,13.009,13.717,14.564,14.762,15.491,16.028,16.706,17.185
USY,ÜNLÜ PORTFÖY MUTLAK GETİRİ HEDEFLİ SERBEST FON,1.724,2.609,1.724,2.609,2.609,3.509,5.357,7.273,9.259,10.280,10.280,13.462,15.686,19.192,18.000,16.832,20.408,20.408,21.649,18.000,19.192,19.192,19.192,19.192,18.000,18.000
UP2,ÜNLÜ PORTFÖY ONBİRİNCİ SERBEST (TL) FON,0.795,1.602,2.423,3.180,4.027,4.887,5.682,6.570,7.308,8.140,8.899,9.756,10.539,11.333,12.048,12.864,13.692,14.532,15.289,16.153,16.834,17.622,18.321,19.027,19.742,20.466
UPP,ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU,0.820,1.609,2.411,3.226,4.053,4.847,5.654,6.424,7.205,7.998,8.702,9.466,10.189,10.921,11.663,12.362,13.123,13.840,14.510,15.244,15.931,16.625,17.269,17.861,18.519,19.123
SUC,ÜNLÜ ASSET MANAGEMENT THIRD VARIABLE FUND,0.847,2.231,1.432,3.465,3.328,5.724,6.222,7.112,7.542,8.166,10.895,11.270,13.691,14.206,15.003,14.297,13.165,16.472,19.044,18.305,18.044,20.602,24.275,21.906,25.000,25.807
YKT,YAPI KREDİ ASSET MANAGEMENT GOLD Fund,2.974,1.095,1.838,1.838,3.745,4.528,7.782,7.782,8.203,10.800,12.602,14.938,13.525,13.992,16.387,20.961,26.484,23.661,22.566,23.661,23.661,22.566,19.913,22.026,22.566,21.491
YPL,YAPI KREDİ PORTFÖY BALAT SERBEST (DÖVİZ) FON,0.469,1.067,1.573,2.439,3.554,4.792,5.281,6.002,6.384,6.654,7.332,8.243,8.993,10.191,10.949,11.972,12.983,13.628,15.236,15.667,16.090,16.638,14.981,15.482,15.732,16.204
YCP,YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),2.278,0.545,-1.092,11.253,13.741,5.238,5.193,11.377,16.643,21.715,26.344,26.762,25.170,21.448,19.325,12.053,9.830,14.816,19.899,26.248,16.181,29.395,28.960,30.994,32.456,47.513
YLE,YAPI KREDİ PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),4.915,6.927,8.643,14.552,16.523,11.664,12.485,12.219,13.782,14.524,17.157,16.810,19.220,19.914,18.150,11.611,8.073,12.060,15.529,14.913,11.822,17.681,23.027,19.100,23.476,31.712
YHZ,YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),8.601,14.818,16.626,20.494,30.675,23.035,21.521,15.680,12.833,11.397,15.472,20.494,22.332,26.636,30.321,25.481,22.604,28.882,33.948,38.925,40.445,50.960,63.594,59.992,65.066,66.710
YHB,YAPI KREDİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),4.366,7.806,10.784,16.168,20.680,19.519,19.865,12.693,9.515,6.695,8.370,7.619,10.489,9.709,7.993,2.642,-0.877,4.191,15.093,19.634,20.446,None,None,None,None,None
YEF,YAPI KREDİ ASSET MANAGEMENT BIST 30 INDEX EQUITY FUND (EQUITY-INTENSIVE FUND),4.681,6.263,7.190,12.844,14.685,9.821,10.562,9.091,10.811,12.073,14.153,15.222,18.554,18.841,16.312,9.821,7.424,11.312,13.626,11.818,9.333,15.222,19.708,15.493,18.554,23.308
YAN,YAPI KREDİ ASSET MANAGEMENT FIRST FUND OF FUNDS,1.368,3.082,3.111,5.884,5.899,5.500,6.003,7.833,8.795,9.983,11.623,13.144,15.902,17.708,16.313,12.520,13.110,14.724,16.170,14.793,14.204,15.143,16.564,16.528,16.888,17.854
YHS,YAPI KREDİ ASSET MANAGEMENT FIRST EQUITY FUND (EQUITY-INTENSIVE FUND),5.527,8.262,10.301,19.093,23.081,17.738,17.720,15.846,17.644,17.890,19.967,19.616,24.162,25.422,23.091,15.437,11.294,16.010,19.684,18.079,16.415,21.847,27.433,21.635,26.252,36.117
YOT,YAPI KREDİ PORTFÖY BORÇLANMA ARAÇLARI FONU,0.576,1.742,2.121,2.653,3.680,4.662,5.810,6.820,8.341,9.421,10.869,11.652,11.768,12.144,12.681,13.203,13.729,14.596,17.203,17.519,15.673,17.136,15.266,15.754,16.385,18.048
YJK,YAPI KREDİ PORTFÖY DÖRDÜNCÜ FON SEPETİ FONU,1.040,2.839,2.889,4.704,3.587,7.929,8.919,12.652,14.584,15.140,16.904,21.352,23.741,29.358,26.450,23.383,25.780,25.190,26.450,23.312,24.316,23.741,24.534,24.825,22.394,21.836
YLO,YAPI KREDİ PORTFÖY ELEKTRİKLİ ARAÇLAR DEĞİŞKEN FON,-0.191,0.966,-0.334,1.950,-1.088,0.771,2.149,5.287,5.181,5.981,6.250,9.706,12.844,13.395,10.401,5.873,8.398,9.534,10.053,5.981,8.118,6.847,8.567,8.906,6.088,4.341
YGM,YAPI KREDİ PORTFÖY EMTİA SERBEST FON,-0.065,2.316,1.577,1.577,1.777,3.828,5.529,5.890,2.114,3.135,2.793,4.389,3.067,3.411,3.550,7.361,10.508,6.768,7.361,7.287,8.491,8.720,8.491,9.181,7.287,8.644
YBE,YAPI KREDİ ASSET MANAGEMENT EUROBOND (US DOLLAR) DEBT INSTRUMENTS FUND,0.324,0.869,0.978,1.864,1.641,2.993,3.915,6.537,7.523,8.149,9.294,10.992,11.793,14.691,15.980,15.547,17.003,17.150,17.744,18.495,18.646,18.495,17.150,18.193,17.298,18.193
YZC,YAPI KREDİ PORTFÖY FİNTECH VE BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON,0.507,3.663,4.690,7.531,6.376,9.613,11.935,15.525,16.458,20.167,23.731,26.597,32.083,36.168,33.193,29.812,31.754,33.868,33.418,29.282,30.025,31.100,33.981,33.418,30.776,28.757
YPK,YAPI KREDİ PORTFÖY GALATA SERBEST FON,0.699,1.586,2.443,3.254,4.250,5.602,6.333,7.289,7.875,8.416,9.306,10.037,10.936,11.869,12.470,13.243,14.290,15.415,17.553,17.793,16.093,17.853,15.724,16.249,17.056,19.112
YZG,YAPI KREDİ PORTFÖY GÜMÜŞ FON SEPETİ FONU,0.820,2.175,1.979,1.816,-1.510,-1.053,0.000,1.946,-3.152,2.832,2.700,7.903,7.721,8.747,8.710,14.311,19.529,12.263,10.477,13.661,12.223,6.287,6.571,12.500,11.948,8.784
YAC,YAPI KREDİ ASSET MANAGEMENT SECOND FUND OF FUNDS,1.698,3.077,3.621,6.349,6.831,6.157,7.187,8.056,8.354,9.478,11.148,12.492,14.682,15.828,14.145,11.428,12.349,14.293,15.696,15.187,14.367,15.696,16.554,16.496,17.464,18.528
YDI,YAPI KREDİ ASSET MANAGEMENT SECOND EQUITY FUND (EQUITY-INTENSIVE FUND),5.469,7.570,9.312,14.894,16.883,12.971,13.924,12.500,14.894,14.407,16.379,14.894,18.943,18.943,17.391,12.033,8.434,12.500,15.385,13.924,12.500,16.883,22.172,17.904,22.727,30.435
YPC,YAPI KREDİ PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,1.875,3.776,2.998,6.764,7.353,7.254,7.304,9.312,11.450,11.985,12.633,14.062,16.509,19.488,15.586,12.146,13.453,15.358,14.622,12.416,12.850,12.633,15.358,14.230,13.343,13.674
YKS,YAPI KREDİ PORTFÖY İSTANBUL SERBEST FON,0.752,1.515,2.290,2.290,2.290,2.290,3.077,3.876,4.688,5.512,6.349,7.200,8.065,8.943,8.943,6.349,6.349,6.349,8.065,7.200,6.349,8.065,8.065,7.200,7.200,9.836
YUN,YAPI KREDİ PORTFÖY İSTİNYE SERBEST (DÖVİZ) FON,0.561,1.252,2.355,None,None,-0.361,-0.361,-0.361,-0.361,2.085,2.085,2.085,2.085,5.749,5.749,5.749,5.749,8.690,8.690,8.690,8.690,8.690,8.054,8.054,8.054,8.054
YZK,YAPI KREDİ PORTFÖY KALAMIŞ SERBEST FON,1.002,1.498,1.572,2.226,2.454,4.447,5.594,7.432,8.504,9.278,10.299,11.609,12.828,14.897,15.766,15.250,16.615,16.945,17.410,17.210,17.912,17.845,16.549,17.277,16.516,17.577
YSL,YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN KİRA SERTİFİKALARI KATILIM SERBEST (DÖVİZ) FON,0.525,1.048,1.547,-1.237,-0.529,0.558,1.119,2.687,3.199,3.658,4.481,5.564,6.361,7.809,8.680,9.561,10.453,10.793,12.222,12.556,12.711,13.315,11.870,12.632,12.502,13.183
YUB,YAPI KREDİ PORTFÖY KARAKÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),6.135,8.653,11.573,19.539,23.571,17.112,16.936,13.525,13.982,13.899,14.401,12.378,17.156,17.776,15.291,9.880,4.637,9.725,14.275,12.338,12.378,16.760,20.744,12.095,16.411,23.965
YAK,YAPI KREDİ ASSET MANAGEMENT MIXED Fund,2.162,3.343,3.685,7.009,7.376,6.917,7.745,8.164,9.969,10.601,12.337,12.945,14.547,15.551,15.285,13.303,12.438,13.766,17.009,16.519,14.390,17.064,17.064,15.339,16.141,19.409
YLY,YAPI KREDİ PORTFÖY KİLYOS KAR PAYI ÖDEYEN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),5.389,9.062,10.533,12.705,14.125,11.608,12.190,8.924,8.718,6.563,8.718,7.428,10.746,10.533,7.027,1.834,-0.635,2.197,6.235,6.300,5.003,9.548,15.426,13.149,18.526,23.724
YFV,YAPI KREDİ ASSET MANAGEMENT LEASE CERTIFICATES PARTICIPATION FUND,2.439,2.439,2.439,2.439,5.000,5.000,5.000,5.000,5.000,7.692,7.692,7.692,10.526,10.526,10.526,10.526,13.514,13.514,13.514,13.514,13.514,16.667,16.667,16.667,16.667,16.667
YAS,YAPI KREDİ ASSET MANAGEMENT KOÇ HOLDING SUBSIDIARIES AND EQUITY FUND (EQUITY-INTENSIVE FUND),5.668,8.441,9.384,13.428,14.876,11.960,12.301,10.255,9.948,10.995,10.840,9.071,12.290,11.532,8.081,3.273,2.046,6.327,9.459,8.537,8.515,10.951,15.910,12.347,18.603,22.432
YMD,YAPI KREDİ PORTFÖY MASLAK SERBEST (DÖVİZ- ABD DOLARI) FON,0.377,0.976,1.463,2.282,3.423,4.600,5.129,5.897,6.268,6.549,7.249,8.081,8.849,10.123,10.928,11.981,12.909,13.558,15.213,15.606,16.061,16.342,14.741,15.387,15.440,16.036
YNK,YAPI KREDİ PORTFÖY NİŞANTAŞI KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,0.400,1.016,1.478,1.136,1.603,2.883,3.755,5.598,6.376,7.139,8.122,9.456,10.435,12.360,13.325,13.856,15.123,13.262,14.550,14.950,15.323,15.737,14.533,15.136,15.119,16.013
YBS,YAPI KREDİ ASSET MANAGEMENT PRIVATE SECTOR BONDS FUND,0.000,1.961,1.961,1.961,4.000,4.000,6.122,6.122,6.122,8.333,8.333,8.333,10.638,10.638,10.638,13.043,13.043,13.043,15.556,15.556,15.556,15.556,18.182,18.182,18.182,18.182
YVG,YAPI KREDİ PORTFÖY SARIYER SERBEST (DÖVİZ-AVRO) FON,-0.461,0.104,-0.231,0.749,0.325,2.946,3.830,6.012,4.911,5.601,6.907,9.384,10.886,12.985,13.635,13.867,15.751,16.508,16.402,15.801,16.539,15.395,14.070,14.482,13.077,14.626
YTV,YAPI KREDİ PORTFÖY TARIM DEĞİŞKEN FON,1.005,3.146,1.892,-0.066,-0.132,2.655,5.014,8.724,9.513,8.333,6.197,6.950,9.038,11.292,7.946,5.455,5.973,6.122,5.381,3.643,3.146,3.288,7.791,7.561,7.484,8.646
YJH,YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU,2.419,4.234,-1.259,-1.305,-4.381,-1.167,0.522,5.797,7.626,9.576,9.067,14.124,15.180,15.936,13.027,9.011,14.062,8.176,5.903,3.673,5.956,2.767,4.132,3.420,-1.167,-1.213
YSU,YAPI KREDİ ASSET MANAGEMENT THIRD VARIABLE Fund,1.299,4.000,4.000,6.849,8.333,8.333,8.333,9.859,11.429,11.429,13.043,14.706,14.706,14.706,14.706,14.706,13.043,14.706,18.182,18.182,16.418,18.182,18.182,18.182,18.182,20.000
YPV,YAPI KREDİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,0.426,1.727,1.629,3.996,4.483,2.538,3.413,4.844,5.627,6.959,9.414,11.485,14.032,15.491,14.032,9.443,9.896,11.222,13.180,12.401,11.047,13.727,15.053,13.910,14.897,15.366
YTD,YAPI KREDİ ASSET MANAGEMENT FX FUND OF FUNDS,1.105,2.235,1.385,2.809,2.521,4.274,4.571,7.965,9.910,10.909,12.963,17.308,18.447,23.649,21.192,19.218,22.000,19.608,20.792,17.308,18.831,18.065,19.218,19.218,16.933,17.308
